atom1,atom2,frame0_distance_A,mean_distance_A,minimum_distance_A,maximum_distance_A,implausible_frame_fraction
UNK1-C1x,UNK1-O1x,1.4362313747406006,1.4538609981536865,1.3229738473892212,1.5942906141281128,0.0
UNK1-O1x,UNK1-C2x,1.387708067893982,1.3900327682495117,1.2878726720809937,1.5019426345825195,0.0
UNK1-C2x,UNK1-C3x,1.442535638809204,1.41033136844635,1.3197441101074219,1.4984512329101562,0.0
UNK1-C2x,UNK1-C22x,1.3957035541534424,1.417085886001587,1.319529414176941,1.5159224271774292,0.0
UNK1-C3x,UNK1-C4x,1.4875882863998413,1.4085792303085327,1.3205604553222656,1.5011239051818848,0.0
UNK1-C4x,UNK1-C5x,1.416601538658142,1.407089352607727,1.3179064989089966,1.5021909475326538,0.0
UNK1-C5x,UNK1-C6x,1.4109386205673218,1.4140715599060059,1.3256065845489502,1.5001059770584106,0.0
UNK1-C6x,UNK1-C7x,1.5998408794403076,1.5400609970092773,1.420749545097351,1.683860421180725,0.0
UNK1-C6x,UNK1-C22x,1.4184366464614868,1.4201282262802124,1.3338618278503418,1.5223643779754639,0.0
UNK1-C7x,UNK1-O2x,1.5077446699142456,1.4686264991760254,1.363412857055664,1.5803029537200928,0.0
UNK1-C7x,UNK1-C15x,1.5736680030822754,1.5660696029663086,1.45853590965271,1.713715672492981,0.0
UNK1-O2x,UNK1-C8x,1.4172731637954712,1.3904494047164917,1.2995812892913818,1.487710952758789,0.0
UNK1-C8x,UNK1-C9x,1.4030598402023315,1.4133684635162354,1.3195079565048218,1.510270118713379,0.0
UNK1-C8x,UNK1-C13x,1.4414997100830078,1.421029806137085,1.3273262977600098,1.506050705909729,0.0
UNK1-C9x,UNK1-C10x,1.394822597503662,1.4069836139678955,1.3150440454483032,1.4960343837738037,0.0
UNK1-C10x,UNK1-O3x,1.3405547142028809,1.354629397392273,1.2562153339385986,1.4471982717514038,0.0
UNK1-C10x,UNK1-C11x,1.4296544790267944,1.4028154611587524,1.3140406608581543,1.495133399963379,0.0
UNK1-C11x,UNK1-C12x,1.4036595821380615,1.4077643156051636,1.3275445699691772,1.5079237222671509,0.0
UNK1-C12x,UNK1-C13x,1.4150573015213013,1.411319375038147,1.325907588005066,1.5082640647888184,0.0
UNK1-C13x,UNK1-C14x,1.5066070556640625,1.5173085927963257,1.419053554534912,1.6377030611038208,0.0
UNK1-C14x,UNK1-C15x,1.4971773624420166,1.5377511978149414,1.4159889221191406,1.6450263261795044,0.0
UNK1-C15x,UNK1-O4x,1.4097590446472168,1.4692262411117554,1.3201799392700195,1.5864737033843994,0.0
UNK1-O4x,UNK1-C16x,1.4687567949295044,1.4599018096923828,1.3518129587173462,1.576627254486084,0.0
UNK1-C16x,UNK1-O5x,1.4565463066101074,1.4464689493179321,1.310880184173584,1.5738093852996826,0.0
UNK1-C16x,UNK1-C21x,1.51804518699646,1.551941990852356,1.4341241121292114,1.6603882312774658,0.0
UNK1-O5x,UNK1-C17x,1.491455078125,1.45558762550354,1.335802674293518,1.568784236907959,0.0
UNK1-C17x,UNK1-C18x,1.5456719398498535,1.5502270460128784,1.4096039533615112,1.6749893426895142,0.0
UNK1-C17x,UNK1-C19x,1.6016453504562378,1.5576767921447754,1.453291416168213,1.657963514328003,0.0
UNK1-C18x,UNK1-O6x,1.4115570783615112,1.429636836051941,1.3044934272766113,1.5389652252197266,0.0
UNK1-C19x,UNK1-O7x,1.4376749992370605,1.4388169050216675,1.3286839723587036,1.5440481901168823,0.0
UNK1-C19x,UNK1-C20x,1.5331567525863647,1.555466651916504,1.4388465881347656,1.6774170398712158,0.0
UNK1-C20x,UNK1-O8x,1.4409817457199097,1.44362473487854,1.3281089067459106,1.5566866397857666,0.0
UNK1-C20x,UNK1-C21x,1.5303581953048706,1.5564305782318115,1.4416625499725342,1.662062406539917,0.0
UNK1-C21x,UNK1-O9x,1.4428669214248657,1.4421403408050537,1.3291594982147217,1.5474070310592651,0.0
