time_ns,protein_core_rmsd_A,backbone_rmsd_A,ligand_pose_rmsd_A,ligand_internal_rmsd_A
0.0,0.0,0.0,0.0,0.0
0.05000000001018634,0.57318723,0.70433486,1.0230892,0.6188861
0.10000000002037268,0.5755953,0.7279975,0.76610553,0.41852486
0.15000000003055902,0.60503197,0.7848222,0.6872323,0.37025595
0.20000000004074536,0.59124124,0.74440503,0.6907272,0.41932458
0.2500000000509317,0.70344365,0.9025502,0.649916,0.44985518
0.30000000006111804,0.693948,0.97753614,0.6768423,0.47476277
0.3500000000713044,0.70171976,1.0186511,0.56938756,0.38113213
0.4000000000814907,0.7157162,1.0021598,0.76840013,0.4592001
0.45000000009167707,0.69803643,0.8733818,1.0394294,0.7593394
0.5000000001018634,0.6854281,0.93162096,0.88985014,0.78081167
0.5500000001120497,0.6469449,0.9093162,0.8299646,0.6223417
0.6000000001222361,0.65528446,0.8811301,0.65157866,0.33632654
0.6500000001324215,0.6166419,0.78497285,0.69700116,0.32428148
0.7000000001426079,0.6750796,0.8989084,0.92406905,0.6180558
0.7500000001527942,0.72857416,1.0106511,0.6572742,0.5046631
0.8000000001629806,0.7919938,1.0080631,0.8008919,0.35322788
0.8500000001731669,0.78501654,1.0466096,0.8980686,0.62776005
0.9000000001833532,0.7213386,0.9642545,0.6029964,0.26871058
0.9500000001935396,0.6650616,0.9110334,1.026561,0.27730918
1.000000000203726,0.6821699,0.97535855,0.8083643,0.40768653
1.0500000002139123,0.7796289,1.0875527,0.6863321,0.5327369
1.1000000002240986,0.7604336,0.9810084,0.78285885,0.5638794
1.150000000234285,0.79078025,1.0139527,0.6675685,0.3790864
1.2000000002444713,0.8299291,1.0582436,0.43210253,0.2788656
1.2500000002546576,0.8235753,1.0512909,0.806378,0.5625986
1.300000000264844,0.8175293,1.0222645,0.5470508,0.35911855
1.3500000002750303,0.80451727,1.0634052,0.7324958,0.48919684
1.4000000002852167,0.8296067,1.0314509,0.98151326,0.665846
1.450000000295403,0.8480853,1.087239,1.0634156,0.71061456
1.5000000003055893,0.7879257,1.0821098,0.9311025,0.6473403
1.5500000003157757,0.7755145,1.137403,1.0395683,0.67168176
1.600000000325962,0.8462817,1.138959,0.8534598,0.58746713
1.6500000003361501,0.77824485,1.1622503,0.38487095,0.25406992
1.700000000346333,0.79270303,1.1535351,0.6669274,0.5509467
1.750000000356521,0.7368959,1.1552608,0.66765046,0.5430294
1.8000000003667074,0.74639666,1.0728551,0.6421361,0.4891219
1.8500000003768937,0.77751064,1.1564816,0.5332239,0.44977364
1.90000000038708,0.8048272,1.2206485,0.78323054,0.4109068
1.9500000003972664,0.83869666,1.10336,0.511152,0.35474762
2.0000000004074545,0.8772487,1.20015,0.7143594,0.4887968
2.0500000004176373,0.82704425,1.0695963,0.5096691,0.36415607
2.1000000004278254,0.8757709,1.2202184,0.61979276,0.49603716
2.1500000004380118,0.8327819,1.1759527,0.76740116,0.58236253
2.200000000448198,0.7850015,1.1191386,0.8939186,0.6501559
2.250000000458386,0.87703973,1.0770017,0.8283994,0.6282974
2.300000000468569,0.91693336,1.2086384,0.66394395,0.5061002
2.350000000478757,0.89986116,1.1084365,0.9005718,0.5232098
2.4000000004889435,0.863927,1.2043629,0.73900133,0.54712534
2.45000000049913,0.86615014,1.2057786,0.59379005,0.5115069
2.500000000509316,0.84182453,1.0847174,0.789472,0.40401116
2.5500000005195025,0.8859855,1.1174464,0.68606406,0.44641203
2.6000000005296906,0.83476424,1.244786,0.65834486,0.42524266
2.6500000005398734,0.85113436,1.1863511,0.6093962,0.48972642
