step,time_ps,elapsed_time_ns,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,temperature_K,volume_nm3,density_g_mL,speed_ns_day
3775000,7550.000000620638,0.0,-1786451.520751306,469595.9911360711,-1316855.5296152348,309.86421778807096,1627.7081384009912,1.019453140587028,0.0
3800000,7600.000000630825,0.05000000001018634,-1789734.5896456884,469964.58980801306,-1319769.9998376754,310.107438644541,1620.381266398058,1.0240627980972468,54.1
3825000,7650.000000641011,0.10000000002037268,-1789112.0054928362,470625.6071921962,-1318486.39830064,310.54361279968805,1622.6035728115532,1.0226602489089134,54.0
3850000,7700.000000651197,0.15000000003055902,-1790028.3512476776,472236.7624099758,-1317791.5888377018,311.6067380407802,1622.46970437014,1.022744627639221,53.9
3875000,7750.000000661384,0.20000000004074536,-1793397.9560415298,468900.5131586813,-1324497.4428828484,309.4053047148751,1617.9750519455356,1.025585760210976,53.9
3900000,7800.00000067157,0.2500000000509317,-1789149.831436608,471902.6087091677,-1317247.2227274403,311.3862457940909,1626.2755627679917,1.0203511702700814,53.9
3925000,7850.000000681756,0.30000000006111804,-1789451.568691034,466449.35023885546,-1323002.2184521784,307.78789806073075,1624.4612911375284,1.021490744473191,53.9
3950000,7900.000000691943,0.3500000000713044,-1791285.5316928755,472459.6008212353,-1318825.9308716403,311.7537785847828,1621.1748820979249,1.0235614873977077,53.8
3975000,7950.000000702129,0.4000000000814907,-1791417.175143226,470453.6048083553,-1320963.5703348708,310.4301165494377,1621.801023267387,1.0231663131577478,53.8
4000000,8000.000000712315,0.45000000009167707,-1788790.0748718877,471300.4066958371,-1317489.6681760503,310.988881124602,1624.3533608025075,1.0215586175363631,53.8
4025000,8050.000000722502,0.5000000001018634,-1791426.6641772864,469306.1941910492,-1322120.4699862371,309.67299446976847,1623.6161674247496,1.0220224502222832,53.8
4050000,8100.000000732688,0.5500000001120497,-1791992.2826495925,470949.2829351943,-1321042.9997143983,310.7571911368422,1622.0765497704597,1.0229925177617378,53.8
4075000,8150.000000742874,0.6000000001222361,-1791354.9476084665,471652.55328682857,-1319702.3943216377,311.2212460298056,1623.9165701877648,1.021833389790518,53.8
4100000,8200.00000075306,0.6500000001324215,-1790721.4338332275,470101.4664543791,-1320619.9673788485,310.1977570794515,1620.4336145603909,1.0240297157141658,53.8
4125000,8250.000000763246,0.7000000001426079,-1789768.220122573,469029.8910425712,-1320738.3290800017,309.4906750705581,1623.286018763541,1.0222303121392624,53.8
4150000,8300.000000773432,0.7500000001527942,-1792594.9577214932,472614.5106110299,-1319980.4471104634,311.85599623942306,1621.526684243751,1.0233394182013442,53.8
4175000,8350.000000783619,0.8000000001629806,-1794382.6264934894,471291.76176327385,-1323090.8647302156,310.98317674186217,1623.615155164724,1.0220230874129796,53.7
4200000,8400.000000793805,0.8500000001731669,-1789691.328804818,472326.1138717766,-1317365.2149330417,311.6656968507823,1624.4261021273917,1.0215128724407947,53.7
4225000,8450.000000803991,0.9000000001833532,-1791788.3510786062,469861.6468727141,-1321926.704205892,310.03951146303746,1620.5742907535273,1.023940823398098,53.7
4250000,8500.000000814178,0.9500000001935396,-1789895.1031823745,470164.71600657504,-1319730.387175799,310.2394924719731,1624.9429553505015,1.021187955052876,53.7
4275000,8550.000000824364,1.000000000203726,-1787297.2383711117,469357.7805674584,-1317939.457803653,309.70703388338416,1626.6545300999264,1.020113455528888,53.7
4300000,8600.00000083455,1.0500000002139123,-1788729.0815818394,469911.0760356829,-1318818.0055461563,310.0721274333787,1624.875871511905,1.021230115324411,53.7
4325000,8650.000000844737,1.1000000002240986,-1790605.2223535134,470601.4550221823,-1320003.767331331,310.52767592328684,1622.6133347064767,1.0226540964253374,53.7
4350000,8700.000000854923,1.150000000234285,-1791711.4607588155,470998.223915256,-1320713.2368435594,310.78948497833755,1618.3088951032853,1.025374190720276,53.7
4375000,8750.00000086511,1.2000000002444713,-1795326.6572644236,469011.5941619186,-1326315.063102505,309.4786018230892,1620.69116315587,1.0238669842690844,53.7
4400000,8800.000000875296,1.2500000002546576,-1791124.6303758202,470547.3214514397,-1320577.3089243805,310.4919557364223,1622.9596444751176,1.022435880830921,53.7
4425000,8850.000000885482,1.300000000264844,-1789848.140356198,469098.05363259936,-1320750.086723599,309.53565234472603,1623.2431200858243,1.0222573273954307,53.7
4450000,8900.000000895669,1.3500000002750303,-1788721.255546934,470781.3997946868,-1317939.8557522472,310.6464129807354,1622.1606463100668,1.0229394834762722,53.7
4475000,8950.000000905855,1.4000000002852167,-1789823.9466127018,469471.3641942024,-1320352.5824184995,309.78198235466346,1624.134384896283,1.0216963504272598,53.7
4500000,9000.000000916041,1.450000000295403,-1789908.6081402116,471107.31329567696,-1318801.2948445347,310.8614679087099,1624.4910940766692,1.0214720041879404,53.7
4525000,9050.000000926228,1.5000000003055893,-1791077.010214704,469609.6384731931,-1321467.371741511,309.8732230213396,1623.6032251089412,1.0220305971248698,53.7
4550000,9100.000000936414,1.5500000003157757,-1790597.283608283,469287.71289858833,-1321309.5707096946,309.6607995376562,1625.4039195764474,1.0208983463534158,53.7
4575000,9150.0000009466,1.600000000325962,-1791354.4781620372,469999.283404909,-1321355.194757128,310.1303313107207,1623.6844617996442,1.0219794625691965,53.7
4600000,9200.000000956788,1.6500000003361501,-1790028.78727849,469684.32657605736,-1320344.4607024328,309.9225061732594,1625.3950840554176,1.0209038958772805,53.7
4625000,9250.000000966971,1.700000000346333,-1789536.8661405407,470865.807177273,-1318671.0589632676,310.7021094263489,1625.211309800143,1.0210193367753595,53.7
4650000,9300.00000097716,1.750000000356521,-1792242.9718230702,468439.4517483896,-1323803.520074681,309.10107206393894,1621.4781955065912,1.0233700201768825,53.7
