atom1,atom2,frame0_distance_A,mean_distance_A,minimum_distance_A,maximum_distance_A,implausible_frame_fraction
UNK1-O1x,UNK1-C1x,1.416782021522522,1.43290114402771,1.3189159631729126,1.5558691024780273,0.0
UNK1-C1x,UNK1-C2x,1.4964021444320679,1.5533266067504883,1.4327036142349243,1.7014877796173096,0.0
UNK1-C2x,UNK1-O2x,1.5217788219451904,1.4552239179611206,1.3197851181030273,1.574537754058838,0.0
UNK1-C2x,UNK1-C26x,1.5226085186004639,1.5563405752182007,1.4478583335876465,1.6984467506408691,0.0
UNK1-O2x,UNK1-C3x,1.4317458868026733,1.4475656747817993,1.338961124420166,1.5591301918029785,0.0
UNK1-C3x,UNK1-O3x,1.4925339221954346,1.4444472789764404,1.3397011756896973,1.567180871963501,0.0
UNK1-C3x,UNK1-C24x,1.604315996170044,1.5650559663772583,1.4482134580612183,1.6949267387390137,0.0
UNK1-O3x,UNK1-C4x,1.505415678024292,1.4682371616363525,1.3648855686187744,1.599585771560669,0.0
UNK1-C4x,UNK1-C5x,1.5975010395050049,1.555721402168274,1.4265282154083252,1.6718037128448486,0.0
UNK1-C4x,UNK1-C14x,1.5216379165649414,1.5402499437332153,1.4083980321884155,1.6564679145812988,0.0
UNK1-C4x,UNK1-C16x,1.595720648765564,1.5782389640808105,1.4505085945129395,1.7060275077819824,0.0
UNK1-C5x,UNK1-O4x,1.4541797637939453,1.4447611570358276,1.3264073133468628,1.5613209009170532,0.0
UNK1-O4x,UNK1-C6x,1.478093147277832,1.4492079019546509,1.3329033851623535,1.5719857215881348,0.0
UNK1-C6x,UNK1-C7x,1.5184144973754883,1.5429394245147705,1.433873176574707,1.6493250131607056,0.0
UNK1-C6x,UNK1-C14x,1.516645908355713,1.549344539642334,1.4266843795776367,1.6701711416244507,0.0
UNK1-C7x,UNK1-C8x,1.4574298858642578,1.4206931591033936,1.330068588256836,1.5075676441192627,0.0
UNK1-C7x,UNK1-C12x,1.4310050010681152,1.4172770977020264,1.328725814819336,1.5044562816619873,0.0
UNK1-C8x,UNK1-C9x,1.3746200799942017,1.4119781255722046,1.3254930973052979,1.5148252248764038,0.0
UNK1-C9x,UNK1-C10x,1.392773151397705,1.40433669090271,1.3200793266296387,1.4901204109191895,0.0
UNK1-C10x,UNK1-C11x,1.3937820196151733,1.408780813217163,1.3148552179336548,1.4916889667510986,0.0
UNK1-C10x,UNK1-O6x,1.3887871503829956,1.3727896213531494,1.2625826597213745,1.4723705053329468,0.0
UNK1-C11x,UNK1-C12x,1.4150679111480713,1.4084177017211914,1.3201199769973755,1.507633924484253,0.0
UNK1-C11x,UNK1-O5x,1.3556711673736572,1.3725275993347168,1.2637050151824951,1.4880555868148804,0.0
UNK1-O5x,UNK1-C13x,1.4733796119689941,1.4312711954116821,1.3258144855499268,1.556428074836731,0.0
UNK1-C13x,UNK1-O6x,1.398182988166809,1.434906005859375,1.328128457069397,1.5542075634002686,0.0
UNK1-C14x,UNK1-C15x,1.5572509765625,1.535326361656189,1.4266337156295776,1.64858078956604,0.0
UNK1-C15x,UNK1-O7x,1.4001036882400513,1.4124822616577148,1.3016605377197266,1.5205777883529663,0.0
UNK1-C15x,UNK1-O8x,1.4851689338684082,1.4134513139724731,1.2966049909591675,1.5382099151611328,0.0
UNK1-O8x,UNK1-C16x,1.4284061193466187,1.4521820545196533,1.331253170967102,1.5758130550384521,0.0
UNK1-C16x,UNK1-C17x,1.5234076976776123,1.5480886697769165,1.4321130514144897,1.6571331024169922,0.0
UNK1-C17x,UNK1-C18x,1.4531848430633545,1.4208165407180786,1.2899924516677856,1.5329172611236572,0.0
UNK1-C17x,UNK1-C22x,1.4657598733901978,1.4219621419906616,1.3188512325286865,1.5119444131851196,0.0
UNK1-C18x,UNK1-C19x,1.3794021606445312,1.4136102199554443,1.317697286605835,1.4939616918563843,0.0
UNK1-C19x,UNK1-C20x,1.40239417552948,1.4047367572784424,1.316390037536621,1.4927775859832764,0.0
UNK1-C20x,UNK1-C21x,1.4527946710586548,1.4079865217208862,1.3336327075958252,1.5059399604797363,0.0
UNK1-C20x,UNK1-O10x,1.4036037921905518,1.3745144605636597,1.2760978937149048,1.4656407833099365,0.0
UNK1-C21x,UNK1-C22x,1.4007821083068848,1.4077248573303223,1.309685468673706,1.5077590942382812,0.0
UNK1-C21x,UNK1-O9x,1.4244669675827026,1.372121810913086,1.280961036682129,1.4713146686553955,0.0
UNK1-O9x,UNK1-C23x,1.3900262117385864,1.4345754384994507,1.3244757652282715,1.5519640445709229,0.0
UNK1-C23x,UNK1-O10x,1.421545147895813,1.4377402067184448,1.3107324838638306,1.569075584411621,0.0
UNK1-C24x,UNK1-O11x,1.4544401168823242,1.4416948556900024,1.3195127248764038,1.5527576208114624,0.0
UNK1-C24x,UNK1-C25x,1.5782750844955444,1.5544272661209106,1.4309630393981934,1.7012128829956055,0.0
UNK1-C25x,UNK1-O12x,1.400435209274292,1.4407135248184204,1.3048675060272217,1.5477144718170166,0.0
UNK1-C25x,UNK1-C26x,1.5051449537277222,1.5569349527359009,1.4563026428222656,1.6733676195144653,0.0
UNK1-C26x,UNK1-O13x,1.40797758102417,1.437073826789856,1.3284920454025269,1.5565319061279297,0.0
