time_ns,protein_core_rmsd_A,backbone_rmsd_A,ligand_pose_rmsd_A,ligand_internal_rmsd_A
0.0,0.0,0.0,0.0,0.0
0.05000000001018634,0.580103,0.7597038,0.6606216,0.430722
0.10000000002037268,0.56470525,0.7874269,0.9038526,0.6344169
0.15000000003055902,0.65339357,1.0013363,0.9640557,0.711945
0.20000000004074536,0.7053406,1.0132561,1.3157198,0.7613559
0.2500000000509317,0.66781497,0.88633645,1.1822786,0.7611985
0.30000000006111804,0.69311273,0.87974423,1.0336639,0.7470969
0.3500000000713044,0.71003073,1.0292503,1.0875717,0.793172
0.4000000000814907,0.7287821,1.0357736,1.0743946,0.7728192
0.45000000009167707,0.70796657,0.9868549,1.089435,0.743718
0.5000000001018634,0.7174817,1.0604831,1.169266,0.92508554
0.5500000001120497,0.6937727,1.015142,1.1014942,0.80414236
0.6000000001222361,0.81687427,1.1653287,1.0576023,0.66437906
0.6500000001324215,0.6723363,0.9255732,1.0079829,0.6261258
0.7000000001426079,0.6904959,0.9322637,1.2241021,0.7011712
0.7500000001527942,0.77490693,1.0148127,1.2562919,0.7645673
0.8000000001629806,0.7566166,1.0190396,1.0670843,0.8097395
0.8500000001731669,0.65222,0.9983432,1.1731483,0.76810604
0.9000000001833532,0.6762164,0.9899417,1.0485367,0.7390773
0.9500000001935396,0.7524174,1.1015668,0.88815117,0.56748885
1.000000000203726,0.6453267,1.073785,0.7994627,0.30118358
1.0500000002139123,0.6805198,1.0339336,0.94000065,0.67730844
1.1000000002240986,0.7293529,1.1479418,0.55880165,0.29396865
1.150000000234285,0.7823527,1.1067297,0.76705027,0.32182902
1.2000000002444713,0.74384385,1.0362024,1.1684589,0.6827956
1.2500000002546576,0.78429455,1.0947793,1.8118943,1.021265
1.300000000264844,0.75421387,1.0504388,1.1610783,0.7627678
1.3500000002750303,0.8094857,1.1297815,1.2375121,0.86814827
1.4000000002852167,0.7319982,1.0530785,2.286611,0.8913795
1.450000000295403,0.7228312,1.0475904,1.0877643,0.73465705
1.5000000003055893,0.7162552,1.0621264,1.4393293,0.8313631
1.5500000003157757,0.7539404,1.0814832,0.9237036,0.5690251
1.600000000325962,0.68380886,1.0957385,0.73909676,0.33357427
1.6500000003361501,0.78421223,1.0601451,0.9264238,0.6733762
1.700000000346333,0.763439,1.0083802,0.82944036,0.3215858
1.750000000356521,0.76521724,1.0725323,0.8816003,0.5357167
1.8000000003667074,0.85462457,1.1766447,1.2385455,0.740469
1.8500000003768937,0.8012967,1.115111,1.269695,0.8069352
1.90000000038708,0.8344018,1.1560471,1.2016402,0.7676252
1.9500000003972664,0.8335216,1.1701149,1.2283623,0.6671265
2.0000000004074545,0.85907674,1.1700464,1.267921,0.73697007
2.0500000004176373,0.770014,1.1158423,1.7007028,0.9594912
2.1000000004278254,0.7888099,1.1694504,1.2805218,0.8854811
2.1500000004380118,0.8429306,1.0986093,1.9558102,1.4109199
2.200000000448198,0.85663104,1.0934017,1.4790673,1.0699534
2.250000000458386,0.85127294,1.1088492,1.4271845,1.1709858
2.300000000468569,0.8173838,1.11811,1.7965658,1.4091058
2.350000000478757,0.9318214,1.1921426,1.5156481,1.2764293
2.4000000004889435,0.8383489,1.2275532,1.8690501,1.4290601
2.45000000049913,0.84455025,1.1694045,1.4702296,1.2576782
2.500000000509316,0.9232961,1.2520319,1.2263094,0.78418046
2.5500000005195025,0.81725764,1.1555759,1.4017453,0.85407466
2.6000000005296906,0.77765137,1.2636393,0.99296576,0.7049311
2.6500000005398734,0.8191792,1.2673976,1.7834027,1.0704767
2.7000000005500615,0.830068,1.1714052,1.631151,0.903345
2.750000000560248,0.75592786,1.0969038,1.4111948,0.8393952
2.800000000570434,0.7950184,1.1629711,1.5130389,0.90984815
2.8500000005806223,0.83252513,1.1599866,1.2272714,0.77079785
2.900000000590805,0.85440755,1.2032764,1.4925432,0.73027366
2.950000000600993,0.8691632,1.2200285,1.5015637,0.9330893
3.0000000006111796,0.88282675,1.1963134,1.4532155,1.229779
3.050000000621366,0.8116751,1.1282103,1.5615975,1.1528423
