time_ns,minimum_heavy_atom_bond_A,maximum_heavy_atom_bond_A,maximum_absolute_change_from_frame0_A,implausible_heavy_atom_bond_count
0.0,1.3556712,1.604316,0.0,0
0.05000000001018634,1.3393798,1.6321974,0.10878968,0
0.10000000002037268,1.3262625,1.6293488,0.096977234,0
0.15000000003055902,1.350887,1.6117585,0.10170722,0
0.20000000004074536,1.3217044,1.6007092,0.08598328,0
0.2500000000509317,1.348362,1.6116686,0.094500184,0
0.30000000006111804,1.3240669,1.6134562,0.09681034,0
0.3500000000713044,1.3395693,1.623992,0.12758982,0
0.4000000000814907,1.3674135,1.5728936,0.10132396,0
0.45000000009167707,1.3438159,1.5959744,0.09884548,0
0.5000000001018634,1.3325113,1.5989333,0.09636176,0
0.5500000001120497,1.3488477,1.6112353,0.12500858,0
0.6000000001222361,1.3602732,1.6073563,0.10011792,0
0.6500000001324215,1.3277531,1.5944977,0.110538125,0
0.7000000001426079,1.3307871,1.6339316,0.102053046,0
0.7500000001527942,1.2812355,1.624261,0.11878872,0
0.8000000001629806,1.3089063,1.6284357,0.11515725,0
0.8500000001731669,1.3444291,1.6593013,0.12159991,0
0.9000000001833532,1.3294716,1.630744,0.08404839,0
0.9500000001935396,1.3702903,1.618392,0.098433614,0
1.000000000203726,1.339078,1.5932205,0.10760999,0
1.0500000002139123,1.3465657,1.580862,0.13860321,0
1.1000000002240986,1.3386787,1.609661,0.10758293,0
1.150000000234285,1.3534346,1.6490756,0.106597066,0
1.2000000002444713,1.3174853,1.6028352,0.12441158,0
1.2500000002546576,1.3339077,1.6121484,0.10378516,0
1.300000000264844,1.3311486,1.6053565,0.098317504,0
1.3500000002750303,1.3392489,1.600874,0.09791982,0
1.4000000002852167,1.335319,1.6112564,0.102253675,0
1.450000000295403,1.358638,1.6104779,0.114154816,0
1.5000000003055893,1.3379648,1.6412339,0.1186254,0
1.5500000003157757,1.3598516,1.6083198,0.092625976,0
1.600000000325962,1.3367628,1.5724791,0.123954535,0
1.6500000003361501,1.3367441,1.6128485,0.13517594,0
1.700000000346333,1.3540971,1.6173166,0.10883701,0
1.750000000356521,1.3506354,1.6153246,0.10954702,0
1.8000000003667074,1.3561037,1.6101896,0.11319721,0
1.8500000003768937,1.3537426,1.6127968,0.12965131,0
1.90000000038708,1.335492,1.6377438,0.11513531,0
1.9500000003972664,1.3545055,1.6060071,0.08334434,0
2.0000000004074545,1.3381939,1.5828259,0.102045536,0
2.0500000004176373,1.3535486,1.5981792,0.09169543,0
2.1000000004278254,1.348576,1.5899036,0.07720816,0
2.1500000004380118,1.3464893,1.6176269,0.10967898,0
2.200000000448198,1.3694537,1.6364999,0.113092184,0
2.250000000458386,1.3428367,1.6438807,0.10440159,0
2.300000000468569,1.3253117,1.6549354,0.1081754,0
2.350000000478757,1.3365846,1.6008335,0.07891703,0
2.4000000004889435,1.3376434,1.5947901,0.10753703,0
2.45000000049913,1.354289,1.60855,0.101937056,0
2.500000000509316,1.3303151,1.6185081,0.122105956,0
2.5500000005195025,1.3237907,1.5996026,0.11510301,0
2.6000000005296906,1.346494,1.6334989,0.09565747,0
2.6500000005398734,1.3396233,1.6122831,0.098256946,0
2.7000000005500615,1.3511095,1.6311114,0.13470924,0
2.750000000560248,1.3269007,1.600268,0.093613386,0
2.800000000570434,1.3486891,1.6052966,0.09700012,0
2.8500000005806223,1.3511144,1.6356541,0.1348989,0
2.900000000590805,1.3703197,1.6422813,0.10024297,0
2.950000000600993,1.3569416,1.6148732,0.11668086,0
3.0000000006111796,1.3433263,1.6142049,0.095790386,0
3.050000000621366,1.3290086,1.5949255,0.12761009,0
3.1000000006315522,1.3368506,1.6140888,0.0931623,0
3.1500000006417386,1.3440332,1.644247,0.08107078,0
3.200000000651925,1.3576818,1.5940752,0.13873458,0
3.2500000006621113,1.3245525,1.5946276,0.09403634,0
3.3000000006722976,1.3357359,1.6592758,0.103105545,0
3.350000000682484,1.3470192,1.6179171,0.12095475,0
3.4000000006926703,1.3483543,1.6129321,0.116975665,0
3.4500000007028584,1.3158339,1.6073681,0.10000825,0
3.500000000713041,1.3016605,1.6491616,0.09844315,0
3.5500000007232293,1.3418537,1.5903592,0.10054505,0
3.6000000007334156,1.353533,1.6004155,0.09926164,0
3.650000000743602,1.3424697,1.6244833,0.10759711,0
3.70000000075379,1.3279169,1.633259,0.12629735,0
3.750000000763973,1.3516366,1.6238401,0.11869514,0
3.800000000774161,1.3161622,1.6138662,0.1690067,0
3.8500000007843473,1.3555219,1.6178479,0.109182596,0
3.9000000007945337,1.3617105,1.6049919,0.097715974,0
3.95000000080472,1.3531601,1.6070058,0.13816285,0
