selected_index,frame_index,time_ns,cluster_id,distance_to_cluster_medoid_A,is_medoid
0,1599,79.94999993638338,1,0.32876119691404165,False
1,1600,79.99999993621167,1,0.6134282315696156,False
2,1601,80.04999993603995,1,0.36792373413235613,False
3,1602,80.09999993586824,1,0.616009508873617,False
4,1603,80.14999993569653,1,0.3603292580541215,False
5,1604,80.19999993552481,1,0.4746433580916457,False
6,1605,80.2499999353531,1,0.49117728064891797,False
7,1606,80.29999993518139,1,0.6106789342109535,False
8,1607,80.34999993500968,1,0.5220961773495557,False
9,1608,80.39999993483796,1,0.46762174693106723,False
10,1609,80.44999993466625,1,0.5940103351774882,False
11,1610,80.49999993449454,1,0.5323934188792753,False
12,1611,80.54999993432283,1,0.285548920761287,False
13,1612,80.59999993415111,1,0.9103006605221746,False
14,1613,80.6499999339794,1,0.4101575377096984,False
15,1614,80.69999993380769,1,0.3730674672081631,False
16,1615,80.74999993363598,1,1.4262946339072529,False
17,1616,80.79999993346426,1,0.9470750706965592,False
18,1617,80.84999993329255,1,1.0457345207788717,False
19,1618,80.89999993312084,1,1.3661479518921624,False
20,1619,80.94999993294913,1,1.102451845919493,False
21,1620,80.99999993277741,1,1.2131498305645199,False
22,1621,81.0499999326057,1,0.8739709016372068,False
23,1622,81.09999993243399,1,1.295493533359,False
24,1623,81.14999993226228,1,1.1180485800315785,False
25,1624,81.19999993209056,1,1.0182000200179977,False
26,1625,81.24999993191885,1,0.9293904833240428,False
27,1626,81.29999993174714,1,1.0121072268078974,False
28,1627,81.34999993157543,1,1.0601867163309444,False
29,1628,81.39999993140371,1,1.1639607363171933,False
30,1629,81.449999931232,1,0.7744155954056221,False
31,1630,81.49999993106029,1,0.8733760394714181,False
32,1631,81.54999993088857,1,0.7584376243373256,False
33,1632,81.59999993071686,1,0.29489908789088737,False
34,1633,81.64999993054515,1,0.6197176082849889,False
35,1634,81.69999993037344,1,0.5264878625235834,False
36,1635,81.74999993020172,1,0.5896490505258655,False
37,1636,81.79999993003001,1,0.46179119126095414,False
38,1637,81.8499999298583,1,0.48193613713583855,False
39,1638,81.89999992968659,1,0.3285127839530432,False
40,1639,81.94999992951487,1,0.3335672171010542,False
41,1640,81.99999992934316,1,0.3993596127974846,False
42,1641,82.04999992917145,1,0.5133113243220482,False
43,1642,82.09999992899974,1,0.30540179465807693,False
44,1643,82.14999992882802,1,0.6732359608166965,False
45,1644,82.19999992865631,1,0.8573882218406083,False
46,1645,82.2499999284846,1,0.3592103776194891,False
47,1646,82.29999992831289,1,0.3383785100697922,False
48,1647,82.34999992814117,1,0.43021204608676433,False
49,1648,82.39999992796946,1,0.23102068896589004,False
50,1649,82.44999992779775,1,0.7346595778275786,False
51,1650,82.49999992762604,1,0.5421067096357702,False
52,1651,82.54999992745432,1,0.5527075718152873,False
53,1652,82.5999999272826,1,0.4791704042987463,False
54,1653,82.6499999271109,1,0.5148227231385972,False
55,1654,82.69999992693919,1,0.44082635803588005,False
56,1655,82.74999992676749,1,0.40742441537494944,False
57,1656,82.79999992659576,1,0.5532080646885813,False
58,1657,82.84999992642405,1,0.6930095266489016,False
59,1658,82.89999992625232,1,0.5788136661325767,False
60,1659,82.94999992608062,1,0.6635794593595356,False
61,1660,82.99999992590892,1,0.637096200531196,False
62,1661,83.0499999257372,1,0.5830418615436281,False
63,1662,83.09999992556548,1,0.4948255452797299,False
64,1663,83.14999992539376,1,0.6588568668564098,False
