step,time_ps,elapsed_time_ns,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,temperature_K,volume_nm3,density_g_mL,speed_ns_day
3775000,7550.000000620638,0.0,-1809933.7060861893,474458.0524303149,-1335475.6536558743,310.53988035774864,1636.780249107121,1.0224955364427366,0.0
3800000,7600.000000630825,0.05000000001018634,-1808117.902981164,473212.9168688898,-1334904.9861122742,309.7249205392916,1636.236398962023,1.0228353921910929,53.5
3825000,7650.000000641011,0.10000000002037268,-1809464.983326508,475035.4793955212,-1334429.5039309866,310.9178149291444,1635.8107137475035,1.0231015635150018,53.6
3850000,7700.000000651197,0.15000000003055902,-1808968.8280784397,472294.47898926056,-1336674.349089179,309.12378923211867,1633.6916364129538,1.0244286385185486,53.7
3875000,7750.000000661384,0.20000000004074536,-1808219.9325033007,474885.1769783223,-1333334.7555249785,310.8194397526343,1636.0510228259222,1.0229512866651806,53.7
3900000,7800.00000067157,0.2500000000509317,-1810660.9633897264,473083.1869081431,-1337577.7764815832,309.6400103427362,1636.5934243614145,1.0226122590604243,53.7
3925000,7850.000000681756,0.30000000006111804,-1810196.818765154,474944.1055342773,-1335252.7132308767,310.85800937248206,1637.690112356139,1.021927461259358,53.7
3950000,7900.000000691943,0.3500000000713044,-1809911.7001147247,474694.0109298306,-1335217.6891848946,310.69431871923,1634.4292740748344,1.0239663015072955,53.7
3975000,7950.000000702129,0.4000000000814907,-1807967.001541254,472876.00960105227,-1335090.9919402015,309.504409701484,1638.8738727625955,1.0211893219266035,53.8
4000000,8000.000000712315,0.45000000009167707,-1808682.2755237196,472171.4356832615,-1336510.8398404578,309.043255550947,1637.036160783563,1.0223356935796688,53.8
4025000,8050.000000722502,0.5000000001018634,-1807466.630999837,475865.7099491808,-1331600.9210506564,311.4612132242774,1635.1299644865408,1.02352750863764,53.8
4050000,8100.000000732688,0.5500000001120497,-1806204.4937834963,472796.3764805868,-1333408.1173029095,309.45228863498465,1637.3347227781246,1.022149274407376,53.8
4075000,8150.000000742874,0.6000000001222361,-1810873.1415228508,473669.25669516274,-1337203.884827688,310.0236017700713,1634.4576691162445,1.023948512386119,53.8
4100000,8200.00000075306,0.6500000001324215,-1806757.90828617,474306.6878109839,-1332451.220475186,310.4408099540814,1636.9801415502354,1.022370679014314,53.8
4125000,8250.000000763246,0.7000000001426079,-1809407.479354971,472353.9711443041,-1337053.508210667,309.16272773598604,1635.913238096353,1.023037444697962,53.8
4150000,8300.000000773432,0.7500000001527942,-1808575.459710543,471990.9889058741,-1336584.470804669,308.92515044055045,1638.9372745703486,1.0211498175172082,53.8
4175000,8350.000000783619,0.8000000001629806,-1807025.7352891257,474440.0274842163,-1332585.7078049094,310.52808276136204,1639.9988997311912,1.0204887936961289,53.8
4200000,8400.000000793805,0.8500000001731669,-1809363.1547092383,474370.5697923398,-1334992.5849168987,310.48262166482306,1631.2872333541998,1.0259385745381329,53.8
4225000,8450.000000803991,0.9000000001833532,-1804959.0065190091,474341.3635728258,-1330617.6429461837,310.4635057580171,1639.0072764698446,1.0211062042716037,53.7
4250000,8500.000000814178,0.9500000001935396,-1811333.4867464292,472939.90596571664,-1338393.580780713,309.5462308263158,1635.8044054092072,1.0231055090177483,53.7
4275000,8550.000000824364,1.000000000203726,-1808457.4390137624,472084.1703937476,-1336373.268620015,308.98613911583493,1636.9699951667055,1.0223770159447705,53.7
4300000,8600.00000083455,1.0500000002139123,-1809281.6389568783,474285.47933691286,-1334996.1596199656,310.4269286910975,1635.5356842496935,1.023273606908449,53.7
4325000,8650.000000844737,1.1000000002240986,-1809426.0290769832,474768.5091544332,-1334657.51992255,310.7430789197081,1636.1689570672506,1.022877552847296,53.6
4350000,8700.000000854923,1.150000000234285,-1806488.465840552,471991.395964922,-1334497.06987563,308.92541686677583,1635.6380369164692,1.0232095739255125,53.6
4375000,8750.00000086511,1.2000000002444713,-1808745.8222764088,473856.52775155776,-1334889.294524851,310.14617347298474,1638.149274727732,1.021641021773075,53.6
