atom1,atom2,frame0_distance_A,mean_distance_A,minimum_distance_A,maximum_distance_A,implausible_frame_fraction
UNK1-O1x,UNK1-C1x,1.2416250705718994,1.2251049280166626,1.1568635702133179,1.2991838455200195,0.0
UNK1-C1x,UNK1-O2x,1.3524541854858398,1.3680543899536133,1.2565290927886963,1.4739317893981934,0.0
UNK1-C1x,UNK1-C12x,1.486706256866455,1.4874516725540161,1.3681046962738037,1.5875540971755981,0.0
UNK1-O2x,UNK1-C2x,1.4658820629119873,1.439907193183899,1.3270559310913086,1.5518360137939453,0.0
UNK1-C2x,UNK1-C3x,1.5843366384506226,1.5202757120132446,1.4029717445373535,1.6396028995513916,0.0
UNK1-C3x,UNK1-C4x,1.599827766418457,1.562528371810913,1.438385248184204,1.6797821521759033,0.0
UNK1-C3x,UNK1-C12x,1.5653576850891113,1.5063414573669434,1.3913476467132568,1.6128785610198975,0.0
UNK1-C4x,UNK1-C5x,1.5282549858093262,1.5274450778961182,1.4139665365219116,1.635382890701294,0.0
UNK1-C5x,UNK1-C6x,1.3369418382644653,1.4196146726608276,1.3369418382644653,1.5113933086395264,0.0
UNK1-C5x,UNK1-C10x,1.4209972620010376,1.4145801067352295,1.3120173215866089,1.5130600929260254,0.0
UNK1-C6x,UNK1-C7x,1.406429409980774,1.4129464626312256,1.3027451038360596,1.5076229572296143,0.0
UNK1-C7x,UNK1-C8x,1.3932563066482544,1.407478928565979,1.2963924407958984,1.5042343139648438,0.0
UNK1-C8x,UNK1-C9x,1.3818867206573486,1.4093552827835083,1.3213688135147095,1.4958714246749878,0.0
UNK1-C8x,UNK1-O4x,1.3866233825683594,1.3736348152160645,1.2794889211654663,1.4975199699401855,0.0
UNK1-C9x,UNK1-C10x,1.4311195611953735,1.4080724716186523,1.3230712413787842,1.493961215019226,0.0
UNK1-C9x,UNK1-O3x,1.3633606433868408,1.372381567955017,1.248631477355957,1.4738783836364746,0.0
UNK1-O3x,UNK1-C11x,1.4562249183654785,1.434006929397583,1.3230490684509277,1.5531922578811646,0.0
UNK1-C11x,UNK1-O4x,1.4306790828704834,1.4349199533462524,1.3224989175796509,1.545079231262207,0.0
UNK1-C12x,UNK1-C13x,1.3883334398269653,1.382822036743164,1.3012622594833374,1.4814079999923706,0.0
UNK1-C13x,UNK1-C14x,1.533136248588562,1.4771260023117065,1.3392837047576904,1.590442180633545,0.0
UNK1-C14x,UNK1-C15x,1.4008628129959106,1.4176270961761475,1.323805809020996,1.517416000366211,0.0
UNK1-C14x,UNK1-C19x,1.4250264167785645,1.4216259717941284,1.331465244293213,1.5280009508132935,0.0
UNK1-C15x,UNK1-C16x,1.4193789958953857,1.407063603401184,1.2898788452148438,1.4972137212753296,0.0
UNK1-C16x,UNK1-C17x,1.3809165954589844,1.4092944860458374,1.3289105892181396,1.488938808441162,0.0
UNK1-C16x,UNK1-O12x,1.398800015449524,1.3733080625534058,1.2684191465377808,1.4861857891082764,0.0
UNK1-C17x,UNK1-C18x,1.4397810697555542,1.406850814819336,1.3084620237350464,1.4925276041030884,0.0
UNK1-C17x,UNK1-O11x,1.4117100238800049,1.3729051351547241,1.2793166637420654,1.4818694591522217,0.0
UNK1-C18x,UNK1-C19x,1.3746153116226196,1.4091745615005493,1.3136444091796875,1.508255958557129,0.0
UNK1-C19x,UNK1-O5x,1.3859279155731201,1.3812769651412964,1.2576173543930054,1.4803776741027832,0.0
UNK1-O5x,UNK1-C20x,1.4817962646484375,1.4598971605300903,1.3288670778274536,1.5709824562072754,0.0
UNK1-C20x,UNK1-O6x,1.4253389835357666,1.451139211654663,1.3441505432128906,1.601832389831543,0.0
UNK1-C20x,UNK1-C25x,1.632571816444397,1.574715256690979,1.470740795135498,1.703113079071045,0.0
UNK1-O6x,UNK1-C21x,1.4027987718582153,1.4621977806091309,1.3353238105773926,1.5828580856323242,0.0
UNK1-C21x,UNK1-C22x,1.5251599550247192,1.5570307970046997,1.4318513870239258,1.69069242477417,0.0
UNK1-C21x,UNK1-C23x,1.5492266416549683,1.5637636184692383,1.4454286098480225,1.7009459733963013,0.0
UNK1-C22x,UNK1-O7x,1.4543254375457764,1.4327436685562134,1.3135372400283813,1.5412697792053223,0.0
UNK1-C23x,UNK1-O8x,1.432316780090332,1.4380956888198853,1.3145017623901367,1.5694763660430908,0.0
UNK1-C23x,UNK1-C24x,1.577067494392395,1.5511113405227661,1.4336646795272827,1.6633565425872803,0.0
UNK1-C24x,UNK1-O9x,1.3916106224060059,1.4414894580841064,1.326828956604004,1.5685842037200928,0.0
UNK1-C24x,UNK1-C25x,1.5437089204788208,1.5584968328475952,1.4458246231079102,1.6668119430541992,0.0
UNK1-C25x,UNK1-O10x,1.4447767734527588,1.4467040300369263,1.3200757503509521,1.5634841918945312,0.0
UNK1-O11x,UNK1-C26x,1.4500446319580078,1.441266655921936,1.3222222328186035,1.5533668994903564,0.0
UNK1-C26x,UNK1-O12x,1.45536208152771,1.4358829259872437,1.3193855285644531,1.5538139343261719,0.0
