time_ns,minimum_heavy_atom_bond_A,maximum_heavy_atom_bond_A,maximum_absolute_change_from_frame0_A,implausible_heavy_atom_bond_count
0.0,1.2201768,1.6151631,0.0,0
0.05000000001018634,1.2191136,1.6244044,0.09016371,0
0.10000000002037268,1.2140183,1.6467066,0.110717654,0
0.15000000003055902,1.2307822,1.6261749,0.13686967,0
0.20000000004074536,1.2042627,1.6161078,0.11402953,0
0.2500000000509317,1.223533,1.6202767,0.08961475,0
0.30000000006111804,1.2050073,1.6299951,0.10593891,0
0.3500000000713044,1.2290187,1.6677802,0.108484864,0
0.4000000000814907,1.2059549,1.623956,0.0899415,0
0.45000000009167707,1.2191396,1.6376184,0.100667834,0
0.5000000001018634,1.1986749,1.6330509,0.095427394,0
0.5500000001120497,1.205406,1.631541,0.12264836,0
0.6000000001222361,1.1932461,1.6616321,0.080720305,0
0.6500000001324215,1.2171718,1.6187375,0.09916937,0
0.7000000001426079,1.2264917,1.644087,0.0904423,0
0.7500000001527942,1.2068545,1.6335243,0.09004879,0
0.8000000001629806,1.2192487,1.6225837,0.11471367,0
0.8500000001731669,1.1892381,1.6104856,0.08156347,0
0.9000000001833532,1.2133415,1.6514208,0.08578229,0
0.9500000001935396,1.2305138,1.6087896,0.1268872,0
1.000000000203726,1.2106194,1.6219821,0.10106635,0
1.0500000002139123,1.2374934,1.6472548,0.18306947,0
1.1000000002240986,1.2066256,1.6217489,0.15452147,0
1.150000000234285,1.2207909,1.6246433,0.12146735,0
1.2000000002444713,1.2178383,1.628338,0.12982368,0
1.2500000002546576,1.1970994,1.6114557,0.09688771,0
1.300000000264844,1.1860256,1.6158178,0.09208453,0
1.3500000002750303,1.2362721,1.598433,0.11878812,0
1.4000000002852167,1.2196974,1.6433514,0.0694108,0
1.450000000295403,1.210789,1.6292708,0.13706553,0
1.5000000003055893,1.2439728,1.6199248,0.096996784,0
1.5500000003157757,1.2202522,1.7075274,0.105550885,0
1.600000000325962,1.2307585,1.6252829,0.086147785,0
1.6500000003361501,1.2194128,1.6127133,0.15808368,0
1.700000000346333,1.2144754,1.6076123,0.08857226,0
1.750000000356521,1.2500534,1.5972579,0.13445258,0
1.8000000003667074,1.1968545,1.6222333,0.14175177,0
1.8500000003768937,1.2099017,1.6070069,0.094243765,0
1.90000000038708,1.1934309,1.6527023,0.08803809,0
1.9500000003972664,1.2147948,1.6406732,0.10843372,0
2.0000000004074545,1.1980734,1.6439688,0.08315098,0
2.0500000004176373,1.2288113,1.6788318,0.11252546,0
2.1000000004278254,1.2165296,1.6559254,0.123685956,0
2.1500000004380118,1.2239002,1.6297889,0.110943556,0
2.200000000448198,1.2067606,1.6391618,0.10886288,0
2.250000000458386,1.1901497,1.6614139,0.11480045,0
2.300000000468569,1.2383475,1.6540987,0.13999915,0
2.350000000478757,1.2194517,1.6709441,0.12800395,0
2.4000000004889435,1.197698,1.6612302,0.08051908,0
2.45000000049913,1.2269611,1.6324835,0.09602499,0
2.500000000509316,1.228375,1.6534919,0.09816265,0
2.5500000005195025,1.2182211,1.663128,0.093870044,0
2.6000000005296906,1.217334,1.6382359,0.10471809,0
2.6500000005398734,1.2124472,1.6269681,0.1253432,0
2.7000000005500615,1.2170781,1.5874197,0.09940791,0
2.750000000560248,1.1937891,1.6112167,0.087412834,0
2.800000000570434,1.2073338,1.641122,0.12118983,0
2.8500000005806223,1.2062786,1.6310781,0.13194537,0
2.900000000590805,1.2259357,1.6232431,0.09566343,0
2.950000000600993,1.2040243,1.6241103,0.10031974,0
3.0000000006111796,1.2390853,1.6525841,0.121632814,0
3.050000000621366,1.2024567,1.6042116,0.15138304,0
3.1000000006315522,1.2085644,1.637395,0.113858104,0
3.1500000006417386,1.2293946,1.6644146,0.1321752,0
3.200000000651925,1.2412689,1.6055982,0.061815143,0
3.2500000006621113,1.2106413,1.5908012,0.097910166,0
3.3000000006722976,1.2021147,1.6423855,0.1088891,0
3.350000000682484,1.20362,1.6355484,0.08568227,0
3.4000000006926703,1.2299161,1.6150357,0.12330961,0
3.4500000007028584,1.1867666,1.623878,0.09588218,0
3.500000000713041,1.2153565,1.6242458,0.10522914,0
3.5500000007232293,1.1969115,1.604715,0.11926377,0
3.6000000007334156,1.2228937,1.648516,0.10344279,0
3.650000000743602,1.249902,1.5951791,0.13356435,0
3.70000000075379,1.239046,1.5945578,0.09684658,0
3.750000000763973,1.2194402,1.6622331,0.14096248,0
3.800000000774161,1.1952027,1.6389492,0.12908602,0
3.8500000007843473,1.18442,1.6087673,0.10168731,0
3.9000000007945337,1.2303766,1.6054349,0.11857152,0
3.95000000080472,1.2045295,1.5977103,0.11544156,0
4.000000000814906,1.1941551,1.6190351,0.10993469,0
4.0500000008250945,1.2332913,1.6214142,0.097724915,0
4.100000000835277,1.1910784,1.6434464,0.100506306,0
4.150000000845465,1.2220491,1.6489997,0.122032166,0
4.200000000855652,1.2177713,1.615443,0.10794091,0
4.250000000865838,1.2192439,1.6204622,0.08571935,0
4.300000000876026,1.2211637,1.6251137,0.11374307,0
4.350000000886209,1.2399281,1.6292881,0.13314724,0
4.400000000896397,1.2180425,1.6256092,0.09573829,0
