time_ns,protein_core_rmsd_A,backbone_rmsd_A,ligand_pose_rmsd_A,ligand_internal_rmsd_A
0.0,0.0,0.0,0.0,0.0
0.05000000001018634,0.61099184,0.8521756,1.2804246,0.32798827
0.10000000002037268,0.6343093,0.99066377,1.2832263,0.25586697
0.15000000003055902,0.65275544,0.8497792,1.5918357,0.24143635
0.20000000004074536,0.607364,0.8620351,1.4349399,0.17400907
0.2500000000509317,0.6810245,0.9345743,2.1198478,0.2502723
0.30000000006111804,0.7806516,1.0744387,2.3001416,0.48501763
0.3500000000713044,0.6889197,0.95593303,1.2424389,0.30243737
0.4000000000814907,0.67232835,0.9725939,1.5533361,0.24649554
0.45000000009167707,0.6975707,1.0274339,1.6884482,0.40254223
0.5000000001018634,0.7461646,1.0738652,1.4392661,0.37424332
0.5500000001120497,0.7158881,1.0725013,1.028638,0.20806122
0.6000000001222361,0.72951984,1.0887383,1.1796179,0.20748308
0.6500000001324215,0.7726961,1.1423197,1.9496651,0.4908343
0.7000000001426079,0.75479436,1.02864,1.6689875,0.73651826
0.7500000001527942,0.7106819,1.1551775,2.164516,0.7684224
0.8000000001629806,0.7450232,1.1154301,2.971949,0.79715556
0.8500000001731669,0.6805175,1.0638448,1.7341079,0.7193737
0.9000000001833532,0.7503481,1.0999615,2.032899,0.74147546
0.9500000001935396,0.7321889,1.0777117,2.0107496,0.78949666
1.000000000203726,0.8188528,1.0846665,2.1959152,0.707965
1.0500000002139123,0.73735774,1.0102234,2.6311972,0.70967144
1.1000000002240986,0.73973227,1.1052899,2.9607084,0.74629784
1.150000000234285,0.76630104,1.0609832,2.00401,0.75566584
1.2000000002444713,0.74811846,1.4481411,2.313366,0.7426124
1.2500000002546576,0.73984,1.1962281,2.3334272,0.71614397
1.300000000264844,0.6878435,1.2009078,2.3189077,0.76459414
1.3500000002750303,0.6549536,1.300283,2.366627,0.6673876
1.4000000002852167,0.81260073,1.2563875,2.6433399,0.21062809
1.450000000295403,0.71743304,1.3138348,2.6525416,0.27303478
1.5000000003055893,0.7534249,1.4919728,2.9986799,0.34235445
1.5500000003157757,0.73083276,1.1803,2.2109861,0.21986008
1.600000000325962,0.8299916,1.1803606,2.431746,0.46968222
1.6500000003361501,0.63810796,1.207576,2.1964045,0.7956311
1.700000000346333,0.7521446,1.5165508,2.8058865,0.98972964
1.750000000356521,0.8765369,1.3050784,3.6629698,1.0167097
