step,time_ps,elapsed_time_ns,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,temperature_K,volume_nm3,density_g_mL,speed_ns_day
3775000,7550.000000620638,0.0,-840752.4123685919,222967.5334623232,-617784.8789062686,311.1488498498192,766.743186883995,1.022035581030908,0
3800000,7600.000000630825,0.05000000001018634,-841882.8049685908,223064.25498896945,-618818.5499796214,311.2838237238373,766.8159463008989,1.0219386050703927,104
3825000,7650.000000641011,0.10000000002037268,-844143.2934178538,222943.7836538021,-621199.5097640516,311.11570724160737,764.2174733234415,1.0254133749396914,104
3850000,7700.000000651197,0.15000000003055902,-842145.4244577838,221924.0741518723,-620221.3503059115,309.6927133474761,764.6681401640095,1.0248090345968843,105
3875000,7750.000000661384,0.20000000004074536,-841692.644824489,222678.7117619236,-619013.9330625654,310.74580220204945,764.3750998388242,1.02520191810763,105
3900000,7800.00000067157,0.2500000000509317,-839742.3814524952,222200.60562166508,-617541.7758308302,310.07861010758825,765.0055727082615,1.0243570066218564,106
3925000,7850.000000681756,0.30000000006111804,-840803.2799462411,222447.54048253948,-618355.7394637016,310.4232051109764,767.8606232555503,1.020548254168872,106
3950000,7900.000000691943,0.3500000000713044,-840198.2929551592,221158.22036317893,-619040.0725919802,308.6239724334751,767.7594188406316,1.0206827806708263,106
3975000,7950.000000702129,0.4000000000814907,-842680.9663186306,223459.7686100275,-619221.1977086031,311.8357588256936,766.4137464475647,1.0224748996749469,106
4000000,8000.000000712315,0.45000000009167707,-842079.3506615981,221424.53976799123,-620654.8108936069,308.9956183642224,764.6591972161085,1.0248210200851102,106
4025000,8050.000000722502,0.5000000001018634,-843663.983756559,222513.6662807372,-621150.3174758218,310.51548296746574,765.7511789763408,1.023359597769141,106
4050000,8100.000000732688,0.5500000001120497,-841844.1636730186,222791.2538116331,-619052.9098613855,310.90285344974944,766.5346332163568,1.0223136497047085,106
4075000,8150.000000742874,0.6000000001222361,-839762.5250531579,222574.9057952792,-617187.6192578787,310.6009420664619,767.4538233872361,1.021089210357704,106
4100000,8200.00000075306,0.6500000001324215,-841342.6749396231,221711.62817117028,-619631.0467684529,309.3962472139356,767.9348107592825,1.0204496625614148,106
4125000,8250.000000763246,0.7000000001426079,-841505.6249761079,221853.73928961076,-619651.8856864971,309.5945617863174,767.3568090936684,1.0212183031698594,106
4150000,8300.000000773432,0.7500000001527942,-840496.495029131,223440.3309045665,-617056.1641245645,311.8086337119876,765.361542677878,1.0238805777549869,106
4175000,8350.000000783619,0.8000000001629806,-840923.0399922677,222460.77222859865,-618462.2677636691,310.4416698735536,765.4806338061898,1.0237212855562343,106
4200000,8400.000000793805,0.8500000001731669,-841841.469329542,222858.5718084014,-618982.8975211406,310.9967950068156,765.6807104647601,1.0234537814499902,106
4225000,8450.000000803991,0.9000000001833532,-841871.665323019,221670.6151013924,-620201.0502216266,309.3390139060542,762.8265252271735,1.0272831274123593,106
