atom1,atom2,frame0_distance_A,mean_distance_A,minimum_distance_A,maximum_distance_A,implausible_frame_fraction
UNK1-C1x,UNK1-O1x,1.4573936462402344,1.4578354358673096,1.2900936603546143,1.5904874801635742,0.0
UNK1-O1x,UNK1-C2x,1.296195387840271,1.3763004541397095,1.2768900394439697,1.4949557781219482,0.0
UNK1-C2x,UNK1-O2x,1.2201768159866333,1.22658371925354,1.1503866910934448,1.2927489280700684,0.0
UNK1-C2x,UNK1-C3x,1.439857006072998,1.5033212900161743,1.386997938156128,1.6167285442352295,0.0
UNK1-C3x,UNK1-C4x,1.4131009578704834,1.392810344696045,1.3078718185424805,1.4746949672698975,0.0
UNK1-C3x,UNK1-C20x,1.608202576637268,1.5663124322891235,1.4597386121749878,1.6815530061721802,0.0
UNK1-C4x,UNK1-C5x,1.4911526441574097,1.4775949716567993,1.3756005764007568,1.5786951780319214,0.0
UNK1-C5x,UNK1-C6x,1.400087833404541,1.3765974044799805,1.2832331657409668,1.4802075624465942,0.0
UNK1-C6x,UNK1-C7x,1.593066692352295,1.525262475013733,1.397371530532837,1.6585160493850708,0.0
UNK1-C7x,UNK1-C8x,1.5429401397705078,1.583129644393921,1.4587626457214355,1.726349115371704,0.0
UNK1-C7x,UNK1-C20x,1.6103544235229492,1.5961267948150635,1.4872187376022339,1.72135591506958,0.0
UNK1-C8x,UNK1-C9x,1.6151630878448486,1.5745949745178223,1.432093620300293,1.694230079650879,0.0
UNK1-C8x,UNK1-C10x,1.5322394371032715,1.567226529121399,1.4504048824310303,1.7027370929718018,0.0
UNK1-C8x,UNK1-C17x,1.543835163116455,1.558205008506775,1.455389142036438,1.6643773317337036,0.0
UNK1-C10x,UNK1-C11x,1.5450732707977295,1.563610553741455,1.4355443716049194,1.7125322818756104,0.0
UNK1-C11x,UNK1-C12x,1.4854512214660645,1.517864465713501,1.4028369188308716,1.655870795249939,0.0
UNK1-C11x,UNK1-O4x,1.4021713733673096,1.4580711126327515,1.3544117212295532,1.5700290203094482,0.0
UNK1-C12x,UNK1-C13x,1.5035111904144287,1.4650739431381226,1.3635120391845703,1.5779755115509033,0.0
UNK1-C12x,UNK1-C15x,1.354702115058899,1.3735973834991455,1.2840161323547363,1.4728138446807861,0.0
UNK1-C13x,UNK1-C14x,1.3462450504302979,1.3712021112442017,1.2714495658874512,1.4594061374664307,0.0
UNK1-C14x,UNK1-O3x,1.3477177619934082,1.3700867891311646,1.2602863311767578,1.4857909679412842,0.0
UNK1-O3x,UNK1-C15x,1.384476661682129,1.36942458152771,1.2558025121688843,1.475982666015625,0.0
UNK1-O4x,UNK1-C16x,1.3353557586669922,1.3608731031417847,1.2518717050552368,1.4614765644073486,0.0
UNK1-C16x,UNK1-O5x,1.2684355974197388,1.226483941078186,1.1519476175308228,1.2935755252838135,0.0
UNK1-C16x,UNK1-C17x,1.5600886344909668,1.5464890003204346,1.4268829822540283,1.6664706468582153,0.0
UNK1-C17x,UNK1-C18x,1.5309512615203857,1.5520262718200684,1.4041588306427002,1.6705297231674194,0.0
UNK1-C18x,UNK1-C19x,1.571225643157959,1.5540788173675537,1.4234322309494019,1.692821979522705,0.0
UNK1-C19x,UNK1-C20x,1.5434755086898804,1.5703084468841553,1.4414955377578735,1.69273042678833,0.0
UNK1-C20x,UNK1-C21x,1.5466134548187256,1.56757652759552,1.450497031211853,1.6835659742355347,0.0
