GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-4973.0153,-39395.4215,-3815.39,186.35132448000002,-44368.436799999996,-3629.0386755199997,-47997.47547552
1,-4964.9187,-39488.5767,-3809.3178,187.70361479999997,-44453.4954,-3621.6141852,-48075.1095852
2,-4923.2836,-39388.3251,-3830.0024,186.5616732,-44311.608700000004,-3643.4407268,-47955.049426800004
3,-4905.4984,-39511.4339,-3786.5242,186.97937471999998,-44416.9323,-3599.5448252799997,-48016.47712528
4,-4922.5959,-39557.1307,-3797.7229,186.20133984,-44479.7266,-3611.5215601600003,-48091.24816016
5,-4958.1637,-39492.4562,-3766.2308,188.26895376000002,-44450.6199,-3577.96184624,-48028.581746239994
6,-4954.4108,-39539.3094,-3841.0139,190.5542712,-44493.720199999996,-3650.4596288,-48144.17982879999
7,-4913.8495,-39419.4379,-3908.3147,190.13429591999997,-44333.2874,-3718.18040408,-48051.467804080006
8,-4892.8608,-39554.6471,-3833.9417,186.99156864,-44447.507900000004,-3646.95013136,-48094.45803136001
9,-4906.2443,-39381.9671,-3959.201,189.38679984,-44288.2114,-3769.81420016,-48058.02560016
10,-4932.2313,-39531.1516,-3827.7628,186.776964,-44463.3829,-3640.985836,-48104.368736
11,-4924.905,-39504.2766,-3770.7476,190.25486568,-44429.181599999996,-3580.49273432,-48009.67433432
12,-4907.972,-39433.6807,-3835.6778,187.5236544,-44341.6527,-3648.1541456,-47989.8068456
13,-4900.3576,-39421.2426,-3814.8208,187.50978791999998,-44321.6002,-3627.31101208,-47948.911212080005
14,-4954.8213,-39418.4445,-3850.6953,187.95179159999998,-44373.265799999994,-3662.7435084,-48036.0093084
15,-4914.3176,-39411.0545,-3843.2813,186.9718788,-44325.3721,-3656.3094212,-47981.6815212
16,-4959.5909,-39350.3955,-3841.2587,189.43733663999998,-44309.9864,-3651.82136336,-47961.80776336
17,-4910.8044,-39455.7938,-3912.3615,190.35608904,-44366.5982,-3722.00541096,-48088.60361096
18,-4883.6349,-39334.2061,-3932.0269,188.97757199999998,-44217.841,-3743.049328,-47960.890327999994
19,-4961.4734,-39262.126,-3904.8646,189.44266535999998,-44223.5994,-3715.42193464,-47939.02133464
20,-4940.2295,-39323.7117,-3939.9242,191.54701944,-44263.9412,-3748.37718056,-48012.318380560006
21,-4904.0376,-39227.8622,-3955.7536,190.92637944,-44131.8998,-3764.82722056,-47896.72702055999
22,-4948.6705,-39131.4786,-3942.4399,187.92059688,-44080.1491,-3754.5193031199997,-47834.66840312
23,-4899.8859,-39168.0016,-4052.7998,195.16596624,-44067.887500000004,-3857.63383376,-47925.52133376001
24,-4912.7937,-39337.0925,-3884.9342,191.65927680000001,-44249.8862,-3693.2749232,-47943.16112320001
25,-4920.4335,-39443.0973,-3813.8144,188.32258728,-44363.5308,-3625.4918127200003,-47989.02261272
26,-4931.0639,-39347.3154,-3881.4893,185.64512183999997,-44278.3793,-3695.8441781600004,-47974.22347816
27,-4921.4762,-39286.864,-3894.2467,183.83620536,-44208.3402,-3710.4104946400003,-47918.75069464
28,-4922.5377,-39358.5697,-3845.3739,191.23938648,-44281.1074,-3654.13451352,-47935.241913519996
29,-4917.3048,-39321.8904,-3948.1757,189.95209704,-44239.195199999995,-3758.22360296,-47997.41880296
30,-4919.2512,-39385.1801,-3919.7973,194.21778239999998,-44304.4313,-3725.5795176,-48030.01081759999
31,-4965.0505,-39301.1076,-3924.4406,191.96926344,-44266.1581,-3732.47133656,-47998.629436560004
32,-4860.3225,-39349.6026,-3940.9139,192.26728007999998,-44209.9251,-3748.64661992,-47958.57171992
33,-4917.6743,-39399.9161,-3875.1397,192.36873168,-44317.5904,-3682.77096832,-48000.36136832
