time_ns,protein_core_rmsd_A,backbone_rmsd_A,ligand_pose_rmsd_A,ligand_internal_rmsd_A
0.0,0.0,0.0,0.0,0.0
0.05000000001018634,0.5264486,0.78455913,0.5895262,0.3150164
0.10000000002037268,0.6980681,1.2030046,0.72991395,0.3619291
0.15000000003055902,0.60360146,1.1549717,0.9200129,0.3819077
0.20000000004074536,0.6655518,0.8862669,1.078685,0.3773375
0.2500000000509317,0.6809508,1.1081716,0.7273462,0.27669126
0.30000000006111804,0.7440626,1.2052795,0.94468975,0.25658274
0.3500000000713044,0.76018757,1.0671062,1.3686973,0.51322806
0.4000000000814907,0.6425772,1.0103813,1.0422648,0.50259227
0.45000000009167707,0.77377987,1.1728252,1.0662315,0.4517977
0.5000000001018634,0.86952007,1.2584268,1.5765171,0.49120966
0.5500000001120497,0.76516867,1.1033387,1.1773341,0.174225
0.6000000001222361,0.83499074,1.1831628,1.3689733,0.2152531
0.6500000001324215,0.789935,1.2235997,1.3925391,0.37575942
0.7000000001426079,0.9092313,1.3607575,1.2090824,0.34390447
0.7500000001527942,0.7760742,1.0801564,0.695894,0.34770185
0.8000000001629806,0.6966099,1.2087028,1.2062476,0.34652358
0.8500000001731669,0.77793247,1.1838211,0.91965246,0.36052528
0.9000000001833532,0.7913326,1.2823999,1.0188224,0.2716205
0.9500000001935396,0.724392,1.198063,0.6826353,0.28368193
1.000000000203726,0.8023289,1.2568984,0.9008878,0.24535455
1.0500000002139123,0.8565607,1.1510075,0.9064609,0.70997894
1.1000000002240986,0.90038186,1.4088109,1.1995841,0.7402687
1.150000000234285,0.79634315,1.396197,1.1884521,0.72026163
1.2000000002444713,0.8263138,1.4628636,1.157747,0.7611166
1.2500000002546576,0.7195467,1.3290374,1.1799799,0.7242736
1.300000000264844,0.63786364,1.2037854,1.1834462,0.7600605
1.3500000002750303,0.76987207,1.1821893,1.0632313,0.7343662
1.4000000002852167,0.85287124,1.3586211,1.1782361,0.7884263
1.450000000295403,0.68407,1.2186294,1.1921653,0.6107541
1.5000000003055893,0.7290418,1.4599441,1.1524265,0.51781726
1.5500000003157757,0.7751269,1.162755,0.5540892,0.35386854
1.600000000325962,0.7360372,1.376837,1.1552069,0.7621917
1.6500000003361501,0.8736264,1.6719519,0.97614175,0.72891414
1.700000000346333,0.86185545,1.6437219,1.1047885,0.76268125
1.750000000356521,0.81920475,1.359074,1.1984042,0.7350925
1.8000000003667074,0.80953515,1.2553805,1.1770146,0.7200095
1.8500000003768937,0.825663,1.4290056,1.3957487,0.77182066
1.90000000038708,0.8566218,1.450225,1.5358449,0.8011591
1.9500000003972664,0.8358187,1.4066154,1.2153076,0.5430317
2.0000000004074545,0.86422443,1.3018781,1.1837566,0.5648174
2.0500000004176373,0.8375844,1.3359139,1.1168023,0.53602076
2.1000000004278254,0.9772458,1.4870701,1.3645256,0.55317694
2.1500000004380118,0.9580976,1.3729744,1.6983055,0.5360259
2.200000000448198,0.86678743,1.2736666,1.3369875,0.2328638
2.250000000458386,0.97435707,1.3740542,1.1539751,0.2943334
2.300000000468569,1.0040216,1.3802732,1.5457602,0.7053672
2.350000000478757,1.070052,1.4585099,1.595297,0.583142
2.4000000004889435,1.0175878,1.4198728,1.3142263,0.2606638
2.45000000049913,1.1199255,1.5591692,1.0626687,0.30523813
2.500000000509316,0.76791203,1.3459227,0.9137649,0.27279955
2.5500000005195025,0.9360353,1.5057948,1.1900994,0.24090402
2.6000000005296906,0.92170525,1.4962316,0.8961839,0.20128709
2.6500000005398734,0.9031343,1.4388531,0.7646806,0.32272342
2.7000000005500615,0.8356974,1.456868,0.6404099,0.40009278
2.750000000560248,0.8503505,1.4547241,0.7474593,0.26636386
2.800000000570434,0.99317676,1.5680187,1.5437852,1.0706831
2.8500000005806223,0.9815146,1.5107145,1.3876332,0.91193926
2.900000000590805,0.8863174,1.3065617,1.3406363,0.8564859
2.950000000600993,0.9584194,1.4947872,1.5812002,1.0028985
3.0000000006111796,0.8621308,1.3972118,1.7624474,0.9507548
3.050000000621366,0.89796513,1.4590739,1.3030863,0.9051052
3.1000000006315522,0.9235369,1.4652202,1.5916564,0.8848592
3.1500000006417386,0.9605613,1.3479544,1.7977779,1.0316957
3.200000000651925,0.93013436,1.361126,2.1962092,1.017995
3.2500000006621113,0.9171817,1.2788944,1.867053,1.0246911
3.3000000006722976,0.9960821,1.5020956,1.6149248,1.0269178
3.350000000682484,0.9272255,1.5461831,1.5146337,0.89369726
3.4000000006926703,0.876022,1.349101,1.6831017,0.91929734
3.4500000007028584,0.942624,1.4446299,1.5045545,1.0700414
3.500000000713041,0.8589274,1.3088367,1.549741,1.0262774
3.5500000007232293,0.98984087,1.4252771,1.4953818,0.7589436
3.6000000007334156,1.0847125,1.4588755,1.663286,0.81607044
3.650000000743602,1.0118542,1.6449385,1.4712392,0.9468435
3.70000000075379,0.96946824,1.5431024,2.1650624,1.03725
3.750000000763973,1.1119221,1.6706545,1.7299904,0.9457649
3.800000000774161,0.9423175,1.5550318,1.3617678,0.78013414
3.8500000007843473,1.0120945,1.6021035,2.204042,1.0735211
3.9000000007945337,0.92681277,1.5106354,2.75943,1.0855542
3.95000000080472,0.8902264,1.409992,1.7097058,1.0576447
4.000000000814906,1.0086267,1.5958251,1.7081594,1.0260388
4.0500000008250945,1.109063,1.6762788,2.1406498,0.8608452
4.100000000835277,0.9015333,1.5393604,1.8298872,0.8659538
4.150000000845465,1.0212135,1.5474439,2.037967,0.76092255
4.200000000855652,0.9115922,1.4615688,1.2874491,0.64859176
4.250000000865838,0.9368793,1.3614672,1.9933355,0.78384554
4.300000000876026,0.9254109,1.3784939,1.5836587,0.75894606
4.350000000886209,0.99287325,1.4283198,1.5220474,0.7689735
4.400000000896397,1.0000433,1.3784517,1.9830675,0.4974297
4.450000000906583,0.9086813,1.5140016,1.5220888,0.7596296
