time_ns,minimum_heavy_atom_bond_A,maximum_heavy_atom_bond_A,maximum_absolute_change_from_frame0_A,implausible_heavy_atom_bond_count
0.0,1.3283713,1.6299235,0.0,0
0.05000000001018634,1.3609712,1.5920259,0.12616038,0
0.10000000002037268,1.3682293,1.5742196,0.10338235,0
0.15000000003055902,1.3493477,1.5793259,0.14773536,0
0.20000000004074536,1.3395821,1.5997964,0.14402068,0
0.2500000000509317,1.3147244,1.5997834,0.10058069,0
0.30000000006111804,1.3196194,1.5943807,0.10502255,0
0.3500000000713044,1.342607,1.5834227,0.19852161,0
0.4000000000814907,1.3000445,1.6821816,0.11852598,0
0.45000000009167707,1.347157,1.5933006,0.10296631,0
0.5000000001018634,1.3448721,1.567368,0.15353835,0
0.5500000001120497,1.3555979,1.588142,0.14909554,0
0.6000000001222361,1.3444366,1.580825,0.13320386,0
0.6500000001324215,1.3652077,1.6113539,0.16970682,0
0.7000000001426079,1.3522762,1.5936916,0.112855434,0
0.7500000001527942,1.3473413,1.623922,0.095876455,0
0.8000000001629806,1.3404429,1.6060508,0.08552122,0
0.8500000001731669,1.3216411,1.6250632,0.1514628,0
0.9000000001833532,1.3512919,1.6060121,0.120305896,0
0.9500000001935396,1.312556,1.6016484,0.103649855,0
1.000000000203726,1.3179724,1.5885215,0.082380414,0
1.0500000002139123,1.3450606,1.648427,0.15705502,0
1.1000000002240986,1.363055,1.6015755,0.12470877,0
1.150000000234285,1.3469303,1.6055684,0.16704309,0
1.2000000002444713,1.3612729,1.5641314,0.11450088,0
1.2500000002546576,1.3593683,1.5851496,0.16108096,0
1.300000000264844,1.3411516,1.6112576,0.10530698,0
1.3500000002750303,1.3231041,1.5964947,0.12786174,0
1.4000000002852167,1.3438442,1.5951167,0.11846638,0
1.450000000295403,1.3438182,1.589434,0.10208595,0
1.5000000003055893,1.3464211,1.5987866,0.12020409,0
1.5500000003157757,1.3384349,1.5696542,0.14710999,0
1.600000000325962,1.3278811,1.62839,0.12633514,0
1.6500000003361501,1.3154037,1.6073241,0.15537131,0
1.700000000346333,1.3235162,1.5915341,0.10428977,0
1.750000000356521,1.340196,1.6090868,0.13153136,0
1.8000000003667074,1.3819565,1.619437,0.20418787,0
1.8500000003768937,1.3407176,1.6500165,0.118187785,0
1.90000000038708,1.3685042,1.584828,0.12541747,0
1.9500000003972664,1.3450981,1.6013584,0.17258382,0
2.0000000004074545,1.3312842,1.6010377,0.1225996,0
2.0500000004176373,1.3658412,1.6125507,0.118539095,0
2.1000000004278254,1.3169594,1.62735,0.17550969,0
2.1500000004380118,1.3213557,1.5766883,0.13609982,0
2.200000000448198,1.3089322,1.6051803,0.11115301,0
2.250000000458386,1.3501126,1.5962157,0.16630113,0
2.300000000468569,1.3363903,1.5795757,0.17038846,0
2.350000000478757,1.3244803,1.6572757,0.092530966,0
2.4000000004889435,1.3510336,1.5913796,0.11229277,0
2.45000000049913,1.3410221,1.6074957,0.14101064,0
2.500000000509316,1.3224711,1.6218526,0.15966487,0
2.5500000005195025,1.3473194,1.6142756,0.14379132,0
2.6000000005296906,1.3375044,1.6212792,0.120026946,0
2.6500000005398734,1.3419197,1.6677417,0.14024973,0
2.7000000005500615,1.3628309,1.6103255,0.107251406,0
2.750000000560248,1.3518095,1.5927435,0.14618099,0
2.800000000570434,1.3312017,1.6405481,0.14836466,0
2.8500000005806223,1.3066511,1.5841315,0.11794233,0
2.900000000590805,1.3707848,1.5864767,0.1303482,0
2.950000000600993,1.3635141,1.6484858,0.10562992,0
3.0000000006111796,1.3488585,1.625468,0.1149168,0
3.050000000621366,1.343193,1.6534531,0.107858896,0
3.1000000006315522,1.3466877,1.5920832,0.11519456,0
3.1500000006417386,1.3655927,1.613952,0.1064415,0
3.200000000651925,1.3460433,1.6283072,0.14518213,0
3.2500000006621113,1.3645961,1.6168163,0.15536237,0
3.3000000006722976,1.3365765,1.608203,0.14476895,0
3.350000000682484,1.326396,1.6219378,0.12156761,0
3.4000000006926703,1.3483132,1.6312485,0.11806798,0
3.4500000007028584,1.3579572,1.6229659,0.16741514,0
3.500000000713041,1.3304926,1.5820326,0.12607634,0
3.5500000007232293,1.329001,1.6213132,0.09693062,0
3.6000000007334156,1.3113561,1.6102481,0.14291644,0
3.650000000743602,1.3210523,1.6157849,0.15731812,0
3.70000000075379,1.2999333,1.6658518,0.15267134,0
3.750000000763973,1.3622911,1.6239266,0.12272549,0
3.800000000774161,1.3336418,1.6001549,0.108217,0
3.8500000007843473,1.3340927,1.6145606,0.11650264,0
3.9000000007945337,1.3382114,1.6033537,0.10027969,0
3.95000000080472,1.3350523,1.5614115,0.11301088,0
4.000000000814906,1.3395631,1.6167943,0.11042547,0
4.0500000008250945,1.3026415,1.594002,0.15005612,0
4.100000000835277,1.3393675,1.667987,0.14291918,0
4.150000000845465,1.3413086,1.6678464,0.1065563,0
4.200000000855652,1.3550053,1.6293288,0.122107506,0
4.250000000865838,1.3393958,1.6289902,0.16542673,0
4.300000000876026,1.3403835,1.5746429,0.1315639,0
