atom1,atom2,frame0_distance_A,mean_distance_A,minimum_distance_A,maximum_distance_A,implausible_frame_fraction
UNK1-C1x,UNK1-O1x,1.328371286392212,1.4497185945510864,1.3126206398010254,1.5725398063659668,0.0
UNK1-O1x,UNK1-C2x,1.3906185626983643,1.389965295791626,1.2893202304840088,1.5064095258712769,0.0
UNK1-C2x,UNK1-C3x,1.4213218688964844,1.4206068515777588,1.3280205726623535,1.5097122192382812,0.0
UNK1-C2x,UNK1-C22x,1.3966535329818726,1.409879446029663,1.3224008083343506,1.4983068704605103,0.0
UNK1-C3x,UNK1-C4x,1.3553845882415771,1.408021330833435,1.3091301918029785,1.5088177919387817,0.0
UNK1-C4x,UNK1-C5x,1.3599379062652588,1.4091111421585083,1.3231732845306396,1.506226658821106,0.0
UNK1-C5x,UNK1-C6x,1.4907805919647217,1.4170891046524048,1.3228427171707153,1.5081273317337036,0.0
UNK1-C6x,UNK1-C7x,1.5808031558990479,1.5397207736968994,1.4276258945465088,1.6660279035568237,0.0
UNK1-C6x,UNK1-C22x,1.4466131925582886,1.4164211750030518,1.3178354501724243,1.51228928565979,0.0
UNK1-C7x,UNK1-O2x,1.4321575164794922,1.4664676189422607,1.3511366844177246,1.5877554416656494,0.0
UNK1-C7x,UNK1-C15x,1.5994740724563599,1.5667831897735596,1.436018466949463,1.6821815967559814,0.0
UNK1-O2x,UNK1-C8x,1.4093163013458252,1.3883962631225586,1.2788920402526855,1.4925036430358887,0.0
UNK1-C8x,UNK1-C9x,1.4086533784866333,1.4043084383010864,1.3141263723373413,1.4945321083068848,0.0
UNK1-C8x,UNK1-C13x,1.4113235473632812,1.4200217723846436,1.334911823272705,1.5241456031799316,0.0
UNK1-C9x,UNK1-C10x,1.3972502946853638,1.4048517942428589,1.306489109992981,1.498273491859436,0.0
UNK1-C10x,UNK1-O3x,1.3642857074737549,1.3541288375854492,1.2505221366882324,1.4529836177825928,0.0
UNK1-C10x,UNK1-C11x,1.3627843856811523,1.4059885740280151,1.3213146924972534,1.5011110305786133,0.0
UNK1-C11x,UNK1-C12x,1.37245774269104,1.4116334915161133,1.3226443529129028,1.519487977027893,0.0
UNK1-C12x,UNK1-C13x,1.4107555150985718,1.4146406650543213,1.3229507207870483,1.5064232349395752,0.0
UNK1-C13x,UNK1-C14x,1.470969796180725,1.5150914192199707,1.4054721593856812,1.626120686531067,0.0
UNK1-C14x,UNK1-C15x,1.567575216293335,1.5372682809829712,1.4316374063491821,1.690913200378418,0.0
UNK1-C15x,UNK1-O4x,1.4985015392303467,1.4687069654464722,1.3586992025375366,1.5835095643997192,0.0
UNK1-O4x,UNK1-C16x,1.4836806058883667,1.465253472328186,1.3393079042434692,1.6231176853179932,0.0
UNK1-C16x,UNK1-O5x,1.4492473602294922,1.4434640407562256,1.333878517150879,1.5529717206954956,0.0
UNK1-C16x,UNK1-C21x,1.6299234628677368,1.5636972188949585,1.4355452060699463,1.702357530593872,0.0
UNK1-O5x,UNK1-C17x,1.407818078994751,1.4535325765609741,1.337231159210205,1.582491397857666,0.0
UNK1-C17x,UNK1-C18x,1.5131804943084717,1.5490590333938599,1.4325883388519287,1.6658518314361572,0.0
UNK1-C17x,UNK1-C19x,1.5647447109222412,1.5540776252746582,1.4474856853485107,1.6679869890213013,0.0
UNK1-C18x,UNK1-O6x,1.3894603252410889,1.431426763534546,1.318880319595337,1.5649700164794922,0.0
UNK1-C19x,UNK1-O7x,1.4141381978988647,1.440246343612671,1.3005549907684326,1.5456699132919312,0.0
UNK1-C19x,UNK1-C20x,1.503074049949646,1.5484464168548584,1.4269890785217285,1.6791553497314453,0.0
UNK1-C20x,UNK1-O8x,1.415001630783081,1.437481164932251,1.3263959884643555,1.5651094913482666,0.0
UNK1-C20x,UNK1-C21x,1.606870174407959,1.5551382303237915,1.4420688152313232,1.6662472486495972,0.0
UNK1-C21x,UNK1-O9x,1.4632456302642822,1.4471794366836548,1.3218129873275757,1.5823960304260254,0.0
