time_ns,protein_core_rmsd_A,backbone_rmsd_A,ligand_pose_rmsd_A,ligand_internal_rmsd_A
0.0,0.0,0.0,0.0,0.0
0.05000000001018634,0.5588568,0.7813194,0.6155043,0.373984
0.10000000002037268,0.5537333,0.7530687,0.5812283,0.18358839
0.15000000003055902,0.58339083,0.82919073,0.51091343,0.30273438
0.20000000004074536,0.5731408,0.8338696,0.43991137,0.33601916
0.2500000000509317,0.6096414,0.9293865,0.50350904,0.2313696
0.30000000006111804,0.62733006,0.9362273,0.72502995,0.3623696
0.3500000000713044,0.55980694,0.8200837,0.42771345,0.27399945
0.4000000000814907,0.5208198,0.90687364,0.6355005,0.43124545
0.45000000009167707,0.56467927,0.9511712,0.4314719,0.20708592
0.5000000001018634,0.62173736,1.0203635,0.47784004,0.24809054
0.5500000001120497,0.593242,1.0702704,0.44020352,0.23394145
0.6000000001222361,0.6504675,1.0675126,0.53527755,0.26515532
0.6500000001324215,0.63549393,1.0477949,0.60583234,0.3146534
0.7000000001426079,0.6696069,1.0268925,0.41436064,0.24807192
0.7500000001527942,0.627895,1.0716527,0.47184318,0.33876374
0.8000000001629806,0.63306487,1.0636092,0.35673863,0.23546192
0.8500000001731669,0.7166171,1.0825942,0.77142113,0.3198654
0.9000000001833532,0.6760359,1.1401455,0.59242094,0.34446862
0.9500000001935396,0.6504104,1.0709934,0.5638765,0.2394008
1.000000000203726,0.67103314,1.0356997,0.7956838,0.35285085
1.0500000002139123,0.61974996,1.0785496,0.6998051,0.46023268
1.1000000002240986,0.64929783,1.1290907,0.7364685,0.4066271
1.150000000234285,0.6850183,1.111153,0.6066273,0.3768847
1.2000000002444713,0.76046884,1.1411037,0.81391865,0.3184581
1.2500000002546576,0.7438311,1.1211625,0.5010896,0.2770754
1.300000000264844,0.703241,1.1083724,0.50251085,0.31093574
1.3500000002750303,0.701689,1.0612906,0.34639275,0.25498834
1.4000000002852167,0.76797163,1.1418236,0.76303613,0.24805331
1.450000000295403,0.68858624,1.0539135,0.5024011,0.28441715
1.5000000003055893,0.77409875,1.0760975,0.6480509,0.26538724
1.5500000003157757,0.80705273,1.206468,0.6878761,0.34124288
1.600000000325962,0.80384433,1.1883488,0.68506604,0.22204721
1.6500000003361501,0.889114,1.3079803,0.57218707,0.25308707
1.700000000346333,0.9300147,1.5001351,0.7169617,0.3155955
1.750000000356521,0.87436026,1.487609,0.67882633,0.34975082
1.8000000003667074,0.7391792,1.3094165,0.56105655,0.29546773
1.8500000003768937,0.85661656,1.4107552,0.8054731,0.3184871
1.90000000038708,0.8455777,1.482084,0.5256146,0.22963457
1.9500000003972664,0.86421394,1.4558257,0.4663156,0.28556138
2.0000000004074545,0.8295241,1.4349735,1.0079873,0.32131916
2.0500000004176373,0.8947294,1.5458679,0.84683746,0.20069602
2.1000000004278254,0.7870177,1.4163226,0.9103933,0.2567138
2.1500000004380118,0.8404912,1.6093534,0.8260708,0.21231589
2.200000000448198,0.8038831,1.4638557,0.8115233,0.2677588
2.250000000458386,0.87939334,1.5016675,1.0294281,0.35836583
2.300000000468569,0.8078307,1.4267657,1.0051925,0.27060452
2.350000000478757,0.8838895,1.5564737,0.6685442,0.20259544
2.4000000004889435,0.7842232,1.5301337,0.727826,0.21283686
2.45000000049913,0.7463222,1.4403744,0.568962,0.26545098
2.500000000509316,0.8040272,1.5212727,0.7313974,0.24135253
2.5500000005195025,0.78504866,1.4849721,0.85618764,0.32122344
2.6000000005296906,0.79352474,1.4729731,0.7484314,0.25399104
2.6500000005398734,0.8331147,1.4301497,0.64756936,0.25018966
2.7000000005500615,0.7752938,1.3888059,0.9120253,0.286862
2.750000000560248,0.7697449,1.4725822,0.62234604,0.19498146
2.800000000570434,0.7170601,1.4084282,0.43600154,0.18379772
2.8500000005806223,0.73893094,1.452418,0.5410472,0.23860922
2.900000000590805,0.8841255,1.4574227,0.8031086,0.23902142
2.950000000600993,0.8927839,1.3523936,0.8525849,0.23997837
3.0000000006111796,0.8926333,1.4812125,0.69632435,0.22723065
3.050000000621366,0.8301469,1.3838289,0.693956,0.2406888
3.1000000006315522,0.8260476,1.3881621,0.78625286,0.31598514
3.1500000006417386,0.79246974,1.4777209,0.603398,0.20573711
3.200000000651925,0.8647864,1.4688511,0.89256716,0.32159194
3.2500000006621113,0.84716743,1.4567239,0.7145837,0.28565294
3.3000000006722976,0.9561098,1.4177657,0.7207235,0.2990743
3.350000000682484,0.88744575,1.3979728,0.7697937,0.19916502
3.4000000006926703,0.88298357,1.3958324,0.52889425,0.30188975
3.4500000007028584,0.85296786,1.4419584,0.92269135,0.36130255
3.500000000713041,0.9065601,1.55537,0.96429354,0.32715434
3.5500000007232293,0.82766664,1.4121258,0.9565825,0.30216986
3.6000000007334156,0.8233768,1.4607248,0.6203745,0.31094563
3.650000000743602,0.85547453,1.5114079,0.9098424,0.2594613
3.70000000075379,0.8349881,1.5312119,0.5281705,0.2203365
3.750000000763973,0.8672148,1.4333324,0.6809967,0.25872517
3.800000000774161,0.8081666,1.5368853,0.77483904,0.29441428
3.8500000007843473,0.8413265,1.4649974,0.6227532,0.22995588
3.9000000007945337,0.8563883,1.5644395,0.6955922,0.32363737
3.95000000080472,0.85919684,1.4590559,0.915735,0.3424039
4.000000000814906,0.8868276,1.4959757,0.6130847,0.26649198
4.0500000008250945,0.8379812,1.4413418,0.6664502,0.21350792
4.100000000835277,0.8843505,1.5238242,0.8345822,0.19908777
4.150000000845465,0.8741187,1.603455,0.6018381,0.43280137
4.200000000855652,0.8373528,1.5209268,0.64631164,0.31316382
4.250000000865838,0.82845634,1.5811563,0.5971814,0.2706443
4.300000000876026,0.75486314,1.4547092,0.6355488,0.24012578
4.350000000886209,0.7746496,1.4253232,0.7012286,0.2642546
4.400000000896397,0.78168225,1.5148504,0.694083,0.31521022
4.450000000906583,0.7681256,1.446442,0.3873598,0.21905525
4.50000000091677,0.8544088,1.4283831,0.82181424,0.26596043
4.550000000926956,0.84814996,1.4201142,0.6824774,0.2455604
4.6000000009371425,0.82291234,1.4843793,0.8033539,0.27164274
4.650000000947331,0.88440883,1.431774,0.8610576,0.39167497
