time_ns,backbone_rmsd_A,ligand_rmsd_A
0.0,0.0,0.0
0.0499999999988176,0.74443996,0.349586
0.0999999999976357,0.7896835,0.5340098
0.1499999999964529,0.80618274,0.32996488
0.1999999999952706,0.92027694,0.23357892
0.2499999999940882,0.8714943,0.25752497
0.2999999999929059,0.93505263,0.16064194
0.3499999999917236,0.9610679,0.2794264
0.3999999999905412,0.8616384,0.40466997
0.4499999999893593,0.81889874,0.25673681
0.4999999999881765,0.8760716,0.21066236
0.5499999999869942,0.8716855,0.32498226
0.5999999999858114,0.8704419,0.26357013
0.6499999999846295,0.97085845,0.30262607
0.6999999999834476,0.99902964,0.19509113
0.7499999999822649,0.8923275,0.2726462
0.7999999999810825,0.95484877,0.21462864
0.8499999999799002,0.9204128,0.2309098
0.8999999999787178,0.8832705,0.18773445
0.9499999999775356,1.0520054,0.17671971
0.9999999999763528,1.0304384,0.19567075
1.0499999999751708,0.9815705,0.22577399
1.0999999999739885,0.9380331,0.38443428
1.149999999972806,0.9914107,0.38911527
1.1999999999716238,1.0743806,0.48867172
1.2499999999704414,1.0635848,0.25293016
1.2999999999692595,1.0287795,0.287034
1.3499999999680767,1.0423375,0.41084233
1.399999999966894,1.1313105,0.3281081
1.4499999999657125,1.053786,0.3920073
1.4999999999645297,1.0685871,0.34993112
1.5499999999642564,1.100585,0.22450984
1.5999999999744428,1.1834345,0.32834417
1.649999999984629,1.1800501,0.24578305
1.6999999999948154,1.1540614,0.22434385
1.7500000000050018,1.3081415,0.3248309
1.800000000015188,1.0966791,0.29314163
1.8500000000253745,1.1333342,0.32476667
1.9000000000355608,1.2182672,0.296035
1.950000000045748,1.2872736,0.39560574
2.000000000055933,1.2278054,0.24086548
2.05000000006612,1.1419767,0.29433882
2.100000000076307,1.1827302,0.30411437
2.1500000000864925,1.2390869,0.36843
2.200000000096679,1.4143739,0.27048424
2.250000000106865,1.2558855,0.21030842
2.3000000001170515,1.1431437,0.22712296
2.350000000127238,1.3224585,0.24476239
2.400000000137424,1.2838383,0.25372425
2.4500000001476105,1.1424145,0.38477522
2.500000000157797,1.1584214,0.23096786
2.5500000001679832,1.1691966,0.25041378
2.6000000001781696,1.0804901,0.2670635
2.650000000188356,1.0797572,0.20692989
2.7000000001985422,1.1065875,0.20816478
2.7500000002087286,1.1847364,0.20934257
2.800000000218915,1.1932511,0.2656425
2.8500000002291013,1.1585653,0.21146017
2.900000000239288,1.2212048,0.19611195
2.950000000249474,1.3510078,0.26209608
3.0000000002596603,1.1979206,0.2325944
3.050000000269846,1.109633,0.24811822
3.100000000280033,1.1459465,0.3692864
3.1500000002902198,1.1440908,0.40820432
3.2000000003004057,1.2155969,0.30807704
3.250000000310592,1.2171382,0.21790832
3.3000000003207783,1.292635,0.31527245
3.3500000003309647,1.3443923,0.3524599
3.400000000341151,1.2031606,0.31978694
3.4500000003513374,1.151025,0.28550363
3.500000000361524,1.1933907,0.34559485
3.55000000037171,1.1456919,0.24523072
3.6000000003818964,1.2322425,0.26572102
3.6500000003920823,1.2630966,0.20860814
3.700000000402269,1.1753805,0.25071114
3.750000000412456,1.159895,0.31372783
3.8000000004226417,1.161833,0.27151796
3.850000000432828,1.1634456,0.38868612
3.9000000004430144,1.3031636,0.42077973
3.9500000004532008,1.1926224,0.35601866
4.000000000463388,1.2006302,0.41108164
4.050000000473573,1.1747422,0.39440992
4.10000000048376,1.2423776,0.36861596
4.150000000493947,1.2281785,0.40636033
4.200000000504133,1.218951,0.44161794
4.250000000514319,1.2053747,0.35872892
4.300000000524506,1.2331212,0.32255217
4.350000000534692,1.1738908,0.26714718
4.400000000544878,1.2678374,0.216192
4.450000000555065,1.2615786,0.2666559
4.500000000565251,1.265568,0.26275474
4.550000000575437,1.1985812,0.21809289
4.600000000585624,1.1914692,0.24276344
4.65000000059581,1.2414719,0.24787188
4.700000000605996,1.304857,0.23813412
4.750000000616183,1.2827346,0.32284307
4.800000000626369,1.285006,0.25624883
4.850000000636555,1.2275,0.2545159
4.900000000646742,1.2717746,0.26687375
4.950000000656928,1.1896844,0.30466753
5.000000000667114,1.2355176,0.26487288
5.050000000677301,1.3460647,0.33049732
5.100000000687487,1.2998666,0.20370752
5.150000000697673,1.2611821,0.22826168
5.20000000070786,1.2448566,0.34358835
5.250000000718046,1.2384815,0.24919093
5.300000000728232,1.2692498,0.2363377
5.350000000738419,1.2088606,0.28779095
5.400000000748605,1.1317892,0.25618485
5.450000000758791,1.1471093,0.2152872
5.500000000768978,1.2350792,0.40645567
5.550000000779164,1.2517986,0.28010282
5.600000000789351,1.1941934,0.345931
5.650000000799535,1.150663,0.29039395
5.700000000809721,1.0899725,0.2926736
5.750000000819908,1.1452191,0.28144026
5.800000000830094,1.1917138,0.27487242
5.85000000084028,1.2301444,0.32401335
5.900000000850467,1.2059276,0.23742598
5.950000000860653,1.1657351,0.23240212
6.000000000870839,1.1659138,0.22059292
6.050000000881026,1.263921,0.34437242
6.100000000891212,1.2403975,0.2776449
6.150000000901398,1.2200441,0.35986942
6.200000000911585,1.2237266,0.23500992
6.250000000921771,1.2465622,0.2839388
6.300000000931957,1.2315661,0.30645725
6.350000000942144,1.2798731,0.25238755
6.40000000095233,1.2062385,0.2549312
6.4500000009625165,1.213985,0.25877756
6.500000000972703,1.2567477,0.24398798
6.550000000982889,1.3281798,0.31846553
6.600000000993076,1.3094466,0.25022927
6.650000001003264,1.1328561,0.23059982
6.700000001013446,1.2789288,0.23507966
6.7500000010236345,1.2273641,0.35678375
6.800000001033821,1.1864582,0.31885833
6.850000001044007,1.2270247,0.21568826
6.9000000010541935,1.1920984,0.28249717
6.95000000106438,1.232513,0.31184605
7.000000001074568,1.2866585,0.24931647
7.050000001084751,1.2635913,0.29736587
7.100000001094939,1.2685602,0.39910084
7.150000001105125,1.2980063,0.47340307
7.200000001115312,1.2760916,0.44487554
7.2500000011255,1.2964969,0.36819127
7.300000001135682,1.3350005,0.34354064
7.350000001145871,1.2643825,0.3265558
7.400000001156057,1.233155,0.2989402
7.450000001166243,1.2381787,0.23969337
7.50000000117643,1.2062385,0.3624728
7.550000001186616,1.3275523,0.42537957
7.600000001196804,1.2592316,0.26684022
7.650000001206987,1.3174083,0.38104323
7.700000001217175,1.3737292,0.2898444
7.750000001227361,1.2925382,0.34553015
7.800000001237548,1.3118625,0.34851447
7.850000001247736,1.2232499,0.36913303
7.900000001257919,1.2909256,0.3378592
7.950000001268107,1.2020867,0.2620392
8.000000001278293,1.2410355,0.3495306
8.05000000128848,1.3305929,0.291444
8.100000001298666,1.285006,0.29449573
8.150000001308852,1.3456931,0.2922354
8.200000001319038,1.416199,0.2849708
8.250000001329225,1.3405751,0.32269537
8.300000001339411,1.2648766,0.3155795
8.350000001349597,1.3514395,0.24710119
8.400000001359784,1.2893755,0.35752225
8.450000001369972,1.272757,0.2821541
8.500000001380155,1.3015002,0.40172076
8.550000001390343,1.2796452,0.37084875
8.60000000140053,1.303771,0.4346149
8.650000001410715,1.3092875,0.47325197
8.700000001420904,1.2863348,0.2636097
8.750000001431086,1.3957227,0.2425055
8.800000001441274,1.3834001,0.2896335
8.85000000145146,1.3725764,0.29297385
8.900000001461647,1.5141296,0.21101576
8.950000001471833,1.4054499,0.3092646
9.00000000148202,1.3498045,0.29962233
9.050000001492208,1.4199889,0.20100501
9.10000000150239,1.3589714,0.2862959
9.15000000151258,1.3470547,0.22570136
9.200000001522763,1.2717746,0.2824497
9.250000001532952,1.2295007,0.2893607
9.30000000154314,1.3067076,0.3170634
9.350000001553322,1.3527029,0.33160013
