step,time_ps,elapsed_time_ns,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,temperature_K,volume_nm3,density_g_mL,speed_ns_day
3775000,7550.000000620638,0.0,-1801007.5215360047,471593.7879571316,-1329413.733578873,310.0148422103663,1627.6224399504683,1.0237570020528544,0
3800000,7600.000000630825,0.05000000001018634,-1797897.871309502,470894.3184789444,-1327003.5528305578,309.55502716307626,1630.6048901040629,1.0218845041555735,152
3825000,7650.000000641011,0.10000000002037268,-1801693.5409697937,472956.54558372166,-1328736.995386072,310.9106875360827,1627.4915266017276,1.0238393517642017,152
3850000,7700.000000651197,0.15000000003055902,-1799538.1641953457,471251.55067135405,-1328286.6135239918,309.7898633390193,1630.317759576935,1.0220644778046477,152
3875000,7750.000000661384,0.20000000004074536,-1799723.1366212824,472110.5550683677,-1327612.5815529148,310.35455294986383,1631.2307095184226,1.0214924595734047,152
3900000,7800.00000067157,0.2500000000509317,-1798998.6285161683,470238.6045429777,-1328760.0239731907,309.12397599661705,1628.4565978675744,1.0232325944576055,152
3925000,7850.000000681756,0.30000000006111804,-1797895.5739697283,474050.2781392981,-1323845.2958304302,311.6296820061036,1632.9723610972917,1.0204029837210251,152
3950000,7900.000000691943,0.3500000000713044,-1799128.676292819,471852.8578467237,-1327275.818446095,310.1851487601859,1631.1029330577128,1.0215724806980564,152
3975000,7950.000000702129,0.4000000000814907,-1798575.6824160095,470646.0637182997,-1327929.61869771,309.39183022873453,1632.5320223561916,1.0206782144418398,152
4000000,8000.000000712315,0.45000000009167707,-1802847.183784386,472821.4952984933,-1330025.688485893,310.821908604013,1632.3606363182862,1.0207853782580076,152
4025000,8050.000000722502,0.5000000001018634,-1800890.6564547084,472788.7474586773,-1328101.9089960312,310.8003809319941,1631.5811425292477,1.0212730621626278,152
4050000,8100.000000732688,0.5500000001120497,-1802472.808789202,471871.8262773903,-1330600.9825118117,310.1976181675239,1630.710103967324,1.0218185718870314,152
4075000,8150.000000742874,0.6000000001222361,-1799496.0411581297,472000.0875399541,-1327495.9536181754,310.2819341532108,1630.9023480065812,1.0216981241300656,152
4100000,8200.00000075306,0.6500000001324215,-1801292.643992954,471632.1130645956,-1329660.5309283584,310.04003624906346,1629.9900464419372,1.0222699661479189,152
4125000,8250.000000763246,0.7000000001426079,-1800200.7530392073,471840.4846873689,-1328360.2683518385,310.1770149315754,1632.0570713079658,1.0209752458363746,152
4150000,8300.000000773432,0.7500000001527942,-1802128.7833050496,471879.23958395695,-1330249.5437210929,310.2024915036962,1628.1782047143208,1.023407551318997,152
4175000,8350.000000783619,0.8000000001629806,-1803204.7330790423,470798.7391306928,-1332405.9939483495,309.4921955115078,1626.823677323672,1.024259661833112,152
4200000,8400.000000793805,0.8500000001731669,-1799657.603811482,472982.9532315326,-1326674.6505799494,310.92804731260713,1628.2679086589164,1.0233511701216558,152
4225000,8450.000000803991,0.9000000001833532,-1801715.691823759,471509.35466880415,-1330206.337154955,309.9593377206411,1634.291195113369,1.0195795428501069,152
4250000,8500.000000814178,0.9500000001935396,-1800045.9085345902,472496.9960424853,-1327548.9124921048,310.60859030292914,1629.066377300422,1.0228495860057625,152
4275000,8550.000000824364,1.000000000203726,-1801918.520279006,472518.5722343235,-1329399.9480446826,310.62277399211047,1629.0000101053402,1.022891257987096,152
4300000,8600.00000083455,1.0500000002139123,-1803020.1063074253,473480.7082216446,-1329539.398085781,311.25525992367113,1630.0827586276343,1.0222118237729794,152
4325000,8650.000000844737,1.1000000002240986,-1801243.8968884032,472485.22687681735,-1328758.6700115858,310.6008535257903,1633.2059935736268,1.020257013600364,152
4350000,8700.000000854923,1.150000000234285,-1800543.7771705268,471121.3342138556,-1329422.4429566711,309.704262053431,1631.9515558677026,1.021041257999649,152
4375000,8750.00000086511,1.2000000002444713,-1799530.2953418652,473549.9729670322,-1325980.3223748328,311.30079296430995,1630.908764574502,1.0216941044107837,152
4400000,8800.000000875296,1.2500000002546576,-1800167.8158106804,470675.0569629775,-1329492.758847703,309.4108897168013,1631.488956664214,1.0213307683090815,152
4425000,8850.000000885482,1.300000000264844,-1797671.260854303,472278.99292381015,-1325392.2679304928,310.465280097911,1633.8694494098831,1.0198427237864505,152
4450000,8900.000000895669,1.3500000002750303,-1801658.0081653476,473930.06482173246,-1327727.943343615,311.55065655320664,1629.6836184329322,1.0224621826903502,152
4475000,8950.000000905855,1.4000000002852167,-1801525.1611028423,471941.5804256175,-1329583.580677225,310.2434729302633,1628.3920261825428,1.0232731693632429,152
4500000,9000.000000916041,1.450000000295403,-1800432.252707282,472712.65127916925,-1327719.601428113,310.75035706466286,1630.4978614738018,1.0219515823783354,152
4525000,9050.000000926228,1.5000000003055893,-1800871.141277199,472173.6514367725,-1328697.4898404262,310.39603104222755,1629.808593189383,1.0223837796417985,152
4550000,9100.000000936414,1.5500000003157757,-1799211.2050098833,474057.0274501984,-1325154.177559685,311.6341188468916,1629.1965417986987,1.0227678655381824,152
4575000,9150.0000009466,1.600000000325962,-1798842.6008278597,471685.8272656144,-1327156.7735622453,310.07534672171715,1630.0139763233929,1.0222549584243894,152
4600000,9200.000000956788,1.6500000003361501,-1800162.2696678145,472955.43087726616,-1327206.8387905485,310.90995475385625,1628.9581189485546,1.0229175632048697,152
4625000,9250.000000966971,1.700000000346333,-1799418.0500200232,470268.541001774,-1329149.509018249,309.1436555318168,1629.1208308010607,1.022815397172416,152
