atom1,atom2,frame0_distance_A,mean_distance_A,minimum_distance_A,maximum_distance_A,implausible_frame_fraction
UNK1-O1x,UNK1-C1x,1.225799560546875,1.2253596782684326,1.165152668952942,1.2874786853790283,0.0
UNK1-C1x,UNK1-O2x,1.343651294708252,1.368317723274231,1.2630678415298462,1.488016128540039,0.0
UNK1-C1x,UNK1-C12x,1.4794903993606567,1.487933874130249,1.370596170425415,1.597751259803772,0.0
UNK1-O2x,UNK1-C2x,1.4193342924118042,1.4380624294281006,1.306795358657837,1.5726799964904785,0.0
UNK1-C2x,UNK1-C3x,1.58831787109375,1.524634599685669,1.4114497900009155,1.645359992980957,0.0
UNK1-C3x,UNK1-C4x,1.5471750497817993,1.5645407438278198,1.4566755294799805,1.6733731031417847,0.0
UNK1-C3x,UNK1-C12x,1.501749038696289,1.5128427743911743,1.3861145973205566,1.620105504989624,0.0
UNK1-C4x,UNK1-C5x,1.5594162940979004,1.5229685306549072,1.4170141220092773,1.6436917781829834,0.0
UNK1-C5x,UNK1-C6x,1.3938003778457642,1.4164149761199951,1.3360823392868042,1.4946112632751465,0.0
UNK1-C5x,UNK1-C10x,1.3862128257751465,1.4150176048278809,1.3144543170928955,1.499338150024414,0.0
UNK1-C6x,UNK1-C7x,1.453362226486206,1.4104233980178833,1.322383165359497,1.5119439363479614,0.0
UNK1-C7x,UNK1-C8x,1.4224579334259033,1.4076600074768066,1.2998433113098145,1.5393266677856445,0.0
UNK1-C8x,UNK1-C9x,1.3721870183944702,1.4098345041275024,1.324364185333252,1.488797664642334,0.0
UNK1-C8x,UNK1-O4x,1.341275691986084,1.3725415468215942,1.2712873220443726,1.493673324584961,0.0
UNK1-C9x,UNK1-C10x,1.4542394876480103,1.4091123342514038,1.3149267435073853,1.4915977716445923,0.0
UNK1-C9x,UNK1-O3x,1.3242671489715576,1.3711661100387573,1.263806939125061,1.464841604232788,0.0
UNK1-O3x,UNK1-C11x,1.477393627166748,1.4332375526428223,1.3214970827102661,1.5405975580215454,0.0
UNK1-C11x,UNK1-O4x,1.4330469369888306,1.435276985168457,1.3204270601272583,1.552274227142334,0.0
UNK1-C12x,UNK1-C13x,1.3498115539550781,1.3883659839630127,1.2916638851165771,1.4837969541549683,0.0
UNK1-C13x,UNK1-C14x,1.4697418212890625,1.4946740865707397,1.391556739807129,1.6052849292755127,0.0
UNK1-C14x,UNK1-C15x,1.3944910764694214,1.421958088874817,1.333725929260254,1.5147227048873901,0.0
UNK1-C14x,UNK1-C19x,1.4639034271240234,1.431973934173584,1.3510316610336304,1.525625228881836,0.0
UNK1-C15x,UNK1-C16x,1.3846149444580078,1.4059678316116333,1.3117563724517822,1.4897654056549072,0.0
UNK1-C16x,UNK1-C17x,1.412222981452942,1.4063310623168945,1.3183717727661133,1.4893031120300293,0.0
UNK1-C16x,UNK1-O12x,1.3422572612762451,1.3750710487365723,1.2846826314926147,1.4966140985488892,0.0
UNK1-C17x,UNK1-C18x,1.4147019386291504,1.405798316001892,1.3127963542938232,1.4925450086593628,0.0
UNK1-C17x,UNK1-O11x,1.288910984992981,1.3758856058120728,1.2751367092132568,1.486601710319519,0.0
UNK1-C18x,UNK1-C19x,1.4192445278167725,1.4109042882919312,1.3094497919082642,1.5086640119552612,0.0
UNK1-C19x,UNK1-O5x,1.3656809329986572,1.3859074115753174,1.2645444869995117,1.4860460758209229,0.0
UNK1-O5x,UNK1-C20x,1.4395568370819092,1.461661458015442,1.335756778717041,1.584028959274292,0.0
UNK1-C20x,UNK1-O6x,1.4540820121765137,1.451060175895691,1.3372268676757812,1.573669195175171,0.0
UNK1-C20x,UNK1-C25x,1.6211392879486084,1.5561120510101318,1.4147083759307861,1.669370412826538,0.0
UNK1-O6x,UNK1-C21x,1.4735080003738403,1.4561567306518555,1.3464480638504028,1.575703740119934,0.0
UNK1-C21x,UNK1-C22x,1.6252003908157349,1.5497584342956543,1.4111156463623047,1.6696429252624512,0.0
UNK1-C21x,UNK1-C23x,1.5575169324874878,1.556860089302063,1.4315457344055176,1.6846781969070435,0.0
UNK1-C22x,UNK1-O7x,1.42484712600708,1.4395967721939087,1.30263090133667,1.5565555095672607,0.0
UNK1-C23x,UNK1-O8x,1.4235310554504395,1.4424303770065308,1.312912940979004,1.5525293350219727,0.0
UNK1-C23x,UNK1-C24x,1.5438175201416016,1.5517445802688599,1.4115012884140015,1.6686577796936035,0.0
UNK1-C24x,UNK1-O9x,1.406428575515747,1.4337961673736572,1.314775824546814,1.5504884719848633,0.0
UNK1-C24x,UNK1-C25x,1.5940183401107788,1.5522747039794922,1.4402143955230713,1.666413426399231,0.0
UNK1-C25x,UNK1-O10x,1.4295254945755005,1.4448717832565308,1.3340215682983398,1.5507872104644775,0.0
UNK1-O11x,UNK1-C26x,1.4369474649429321,1.4396569728851318,1.3223142623901367,1.5740400552749634,0.0
UNK1-C26x,UNK1-O12x,1.434464693069458,1.4332859516143799,1.323072910308838,1.5576045513153076,0.0
