GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-4935.0407,-39257.6114,-3996.5744,186.01370279999998,-44192.6521,-3810.5606972,-48003.212797199994
1,-4961.1042,-39184.4917,-4081.842,187.80559128,-44145.5959,-3894.03640872,-48039.63230872
2,-4961.7184,-39007.4157,-4140.6195,188.02055159999998,-43969.134099999996,-3952.5989483999997,-47921.7330484
3,-4963.0187,-39202.1072,-4035.1457,186.09546312,-44165.1259,-3849.05023688,-48014.17613688
4,-4961.1506,-39176.6512,-4003.4532,187.33018248,-44137.8018,-3816.12301752,-47953.924817520005
5,-4886.47,-39428.2958,-3973.7733,188.15651424,-44314.7658,-3785.61678576,-48100.38258576
6,-4951.7004,-39095.8131,-4009.0379,186.47112672,-44047.5135,-3822.56677328,-47870.08027328001
7,-4929.72,-39231.5668,-4005.6272,187.51093848,-44161.2868,-3818.11626152,-47979.40306152
8,-4978.3858,-39144.8026,-4043.5446,187.867746,-44123.1884,-3855.6768540000003,-47978.865254
9,-4948.7987,-39134.1757,-3973.0812,187.09401312,-44082.9744,-3785.98718688,-47868.96158688
10,-4936.9603,-39204.61,-3968.0509,190.50722639999998,-44141.5703,-3777.5436736,-47919.113973600004
11,-4905.3373,-39309.5748,-3950.2806,188.55194039999998,-44214.9121,-3761.7286596,-47976.6407596
12,-4926.1399,-39165.3483,-4025.4545,190.44038736000002,-44091.4882,-3835.01411264,-47926.50231264
13,-5025.7095,-39170.0239,-3983.3414,184.86195552,-44195.7334,-3798.47944448,-47994.21284448
14,-4897.723,-39135.9173,-4061.0803,188.19737208,-44033.6403,-3872.88292792,-47906.52322792
15,-4917.8375,-39171.2713,-3970.1163,191.15867592,-44089.1088,-3778.95762408,-47868.06642408
16,-4951.4425,-39156.6059,-3967.8339,188.84320488,-44108.0484,-3778.99069512,-47887.039095119995
17,-4944.0399,-39180.8294,-4043.7525,189.03185711999998,-44124.869300000006,-3854.72064288,-47979.58994288001
18,-4910.3998,-39332.9368,-3941.9306,187.72549128,-44243.3366,-3754.20510872,-47997.541708720004
19,-4978.6578,-39253.3117,-3879.4937,187.93287936,-44231.9695,-3691.56082064,-47923.53032064
20,-4976.1538,-39328.4951,-3841.6663,182.870802,-44304.6489,-3658.795498,-47963.444398
21,-4916.4111,-39241.0001,-4011.8369,187.91570376,-44157.411199999995,-3823.92119624,-47981.332396239995
22,-4995.2416,-39182.3554,-3964.8423,185.05468008,-44177.597,-3779.78761992,-47957.38461992
23,-4889.4633,-39304.2251,-3966.6248,190.95682607999998,-44193.68840000001,-3775.66797392,-47969.35637392
24,-4929.5986,-39426.3841,-3879.0653,188.76802392,-44355.9827,-3690.2972760800003,-48046.279976080004
25,-4954.9493,-39249.8222,-3945.1208,190.20709872,-44204.7715,-3754.91370128,-47959.68520128
26,-4908.2322,-39290.7413,-3954.9893,187.76772792,-44198.9735,-3767.22157208,-47966.19507208
27,-4948.8937,-39257.7305,-3983.8478,190.9966356,-44206.6242,-3792.8511644,-47999.4753644
28,-4959.3076,-39314.6498,-3953.0668,188.52503543999998,-44273.9574,-3764.54176456,-48038.49916456
29,-4937.5221,-39329.8596,-3887.8911,187.97815079999998,-44267.381700000005,-3699.9129491999997,-47967.294649200005
30,-4929.5627,-39296.3729,-3902.4627,187.82665128,-44225.935600000004,-3714.63604872,-47940.571648720004
31,-4946.6531,-39362.9285,-3890.99,186.04150127999998,-44309.581600000005,-3704.94849872,-48014.53009872
32,-4980.0555,-39300.8912,-3912.1267,188.22459239999998,-44280.9467,-3723.9021076,-48004.8488076
33,-4946.5295,-39346.0358,-3914.6668,186.86291976,-44292.565299999995,-3727.80388024,-48020.36918023999
34,-4982.6118,-39293.6887,-3977.2034,186.88862304,-44276.3005,-3790.31477696,-48066.615276959994
35,-4982.8211,-39256.0116,-3965.771,185.97989088,-44238.8327,-3779.7911091200003,-48018.62380912
36,-4904.4002,-39071.1454,-4109.8038,188.2471428,-43975.5456,-3921.5566572,-47897.1022572
37,-4955.4392,-39231.1455,-3967.9779,184.72324392,-44186.5847,-3783.2546560799997,-47969.839356079996
38,-4946.8294,-39246.1939,-4030.8172,188.74279944,-44193.0233,-3842.07440056,-48035.09770056
39,-4960.5668,-39252.9233,-4008.0195,188.02381536,-44213.4901,-3819.99568464,-48033.485784640005
40,-4957.0832,-39187.7424,-4008.4107,186.951294,-44144.825600000004,-3821.459406,-47966.285006000006
41,-4932.2558,-39248.13,-4019.1313,187.93714032,-44180.3858,-3831.19415968,-48011.57995968
42,-4907.3549,-39172.1362,-4013.2313,190.28608559999998,-44079.4911,-3822.9452143999997,-47902.4363144
43,-4911.9952,-39119.6753,-4060.4739,187.25108112,-44031.6705,-3873.22281888,-47904.89331888
44,-4853.2226,-39330.4399,-4015.1907,194.10828552,-44183.6625,-3821.08241448,-48004.74491448
45,-4902.8557,-39411.5012,-3939.6616,185.69521512,-44314.3569,-3753.96638488,-48068.323284879996
46,-4969.0918,-39276.8682,-3942.379,186.2581176,-44245.96,-3756.1208824,-48002.0808824
47,-4943.5,-39148.1713,-4088.9553,186.98701176,-44091.6713,-3901.96828824,-47993.63958824
48,-4928.8456,-39304.6683,-4054.511,188.04003912,-44233.5139,-3866.47096088,-48099.984860879995
49,-4949.4876,-39216.5248,-4037.4976,185.1949872,-44166.0124,-3852.3026128,-48018.315012800005
50,-4958.1619,-39419.7327,-3897.4863,186.29725392,-44377.8946,-3711.18904608,-48089.08364608
51,-4919.2248,-39374.1111,-3920.5649,186.80596776,-44293.335900000005,-3733.75893224,-48027.09483224
52,-4926.7341,-39160.2715,-3979.7517,188.16734304,-44087.005600000004,-3791.5843569599997,-47878.58995696001
53,-4925.1762,-39398.3286,-3964.5254,186.00317064,-44323.5048,-3778.52222936,-48102.027029360004
54,-4890.5903,-39527.3265,-3825.2873,184.66775928,-44417.916800000006,-3640.61954072,-48058.536340720006
55,-4958.259,-39101.642,-4042.1806,188.52488136,-44059.901,-3853.65571864,-47913.55671864
