time_ns,minimum_heavy_atom_bond_A,maximum_heavy_atom_bond_A,maximum_absolute_change_from_frame0_A,implausible_heavy_atom_bond_count
0.0,1.2356224,1.6259339,0.0,0
0.05000000001018634,1.1964146,1.6717392,0.101106405,0
0.10000000002037268,1.2192347,1.649527,0.13846111,0
0.15000000003055902,1.2013779,1.6145502,0.09836447,0
0.20000000004074536,1.2297704,1.6073589,0.0850687,0
0.2500000000509317,1.2091622,1.6007392,0.10844207,0
0.30000000006111804,1.2029601,1.6645147,0.105813146,0
0.3500000000713044,1.2057649,1.6263032,0.09235966,0
0.4000000000814907,1.2002721,1.6358807,0.08769667,0
0.45000000009167707,1.2321857,1.6524303,0.14133763,0
0.5000000001018634,1.214755,1.6532061,0.11076701,0
0.5500000001120497,1.1628028,1.6405785,0.08432269,0
0.6000000001222361,1.2198682,1.6528147,0.11818516,0
0.6500000001324215,1.2338029,1.6132593,0.09534514,0
0.7000000001426079,1.2047725,1.6417453,0.08749199,0
0.7500000001527942,1.2190626,1.6455774,0.1277554,0
0.8000000001629806,1.2287169,1.654672,0.093699574,0
0.8500000001731669,1.2078366,1.6619967,0.10774338,0
0.9000000001833532,1.210915,1.6200219,0.08232379,0
0.9500000001935396,1.2016943,1.6288577,0.09939766,0
1.000000000203726,1.242532,1.6224314,0.08848786,0
1.0500000002139123,1.2179286,1.6247569,0.103471756,0
1.1000000002240986,1.2136385,1.6191506,0.10923779,0
1.150000000234285,1.216437,1.6346283,0.0718137,0
1.2000000002444713,1.2452731,1.6345917,0.08329177,0
1.2500000002546576,1.1863577,1.6499197,0.092421174,0
1.300000000264844,1.2345951,1.6118163,0.10407996,0
1.3500000002750303,1.2049648,1.6377641,0.083100796,0
1.4000000002852167,1.2083634,1.6268563,0.11999321,0
1.450000000295403,1.1978745,1.6199067,0.09398389,0
1.5000000003055893,1.2060841,1.6374273,0.07228589,0
1.5500000003157757,1.2105808,1.5965533,0.12271392,0
1.600000000325962,1.2100096,1.6206254,0.096242785,0
1.6500000003361501,1.2337968,1.6221827,0.08384454,0
1.700000000346333,1.2179179,1.6649472,0.06714463,0
1.750000000356521,1.2178699,1.6202635,0.11722028,0
1.8000000003667074,1.170054,1.6171052,0.097438335,0
1.8500000003768937,1.1979933,1.6294044,0.097822905,0
1.90000000038708,1.2264671,1.6140603,0.09062183,0
1.9500000003972664,1.2347187,1.689201,0.07626128,0
2.0000000004074545,1.240315,1.6249132,0.12930226,0
2.0500000004176373,1.2216249,1.6373574,0.14194345,0
2.1000000004278254,1.2024069,1.6506684,0.103402495,0
2.1500000004380118,1.213213,1.6542928,0.1039083,0
2.200000000448198,1.2238348,1.6345575,0.09514618,0
2.250000000458386,1.2191688,1.6372824,0.0979594,0
2.300000000468569,1.2180202,1.6585181,0.11089802,0
2.350000000478757,1.2121838,1.6166414,0.11916208,0
2.4000000004889435,1.2166841,1.6405268,0.083693266,0
2.45000000049913,1.2366757,1.6179912,0.093262434,0
2.500000000509316,1.2093272,1.6291792,0.091596246,0
2.5500000005195025,1.2436522,1.6147972,0.11189842,0
2.6000000005296906,1.2219565,1.6066582,0.07696366,0
2.6500000005398734,1.2225949,1.60275,0.09848845,0
2.7000000005500615,1.2104604,1.704762,0.112360716,0
2.750000000560248,1.2088166,1.6728215,0.11033249,0
2.800000000570434,1.1782509,1.6079452,0.10052168,0
2.8500000005806223,1.1912869,1.6592774,0.11663711,0
2.900000000590805,1.2306426,1.6207265,0.08384812,0
2.950000000600993,1.2181104,1.6395514,0.07080829,0
3.0000000006111796,1.210884,1.6173573,0.15033948,0
3.050000000621366,1.2256625,1.6299917,0.09938431,0
3.1000000006315522,1.2114762,1.6279715,0.08970487,0
3.1500000006417386,1.2255409,1.6598271,0.091041446,0
3.200000000651925,1.2017076,1.6508101,0.088744044,0
3.2500000006621113,1.2376022,1.6081578,0.08985579,0
3.3000000006722976,1.2453035,1.627898,0.094231844,0
3.350000000682484,1.2275741,1.6288185,0.09220159,0
3.4000000006926703,1.2193778,1.5947716,0.09695852,0
3.4500000007028584,1.2234048,1.61567,0.10698366,0
3.500000000713041,1.2160908,1.6182175,0.114239335,0
3.5500000007232293,1.1880478,1.593034,0.09112871,0
3.6000000007334156,1.237406,1.6152291,0.095668435,0
3.650000000743602,1.23858,1.665336,0.09196472,0
3.70000000075379,1.2331064,1.630122,0.12517738,0
3.750000000763973,1.2223284,1.6041006,0.10793567,0
3.800000000774161,1.2070231,1.6268466,0.09237158,0
3.8500000007843473,1.2114679,1.6110709,0.07932067,0
3.9000000007945337,1.2312704,1.647519,0.10278773,0
3.95000000080472,1.2146533,1.6322408,0.09509599,0
4.000000000814906,1.2181158,1.6172408,0.09057152,0
4.0500000008250945,1.2159644,1.6345053,0.0977633,0
4.100000000835277,1.1844386,1.6107066,0.105383515,0
4.150000000845465,1.2407361,1.6192578,0.111074924,0
