step,time_ps,elapsed_time_ns,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,temperature_K,volume_nm3,density_g_mL,speed_ns_day
3775000,7550.000000620638,0.0,-840962.1147257108,223017.73017924692,-617944.3845464638,311.2730731731636,766.6498029391098,1.0219649698705429,0
3800000,7600.000000630825,0.05000000001018634,-841076.8904514392,222335.92554576168,-618740.9649056775,310.3214563514962,766.0750408167992,1.0227317181963775,106
3825000,7650.000000641011,0.10000000002037268,-841500.4862993602,221773.0565153046,-619727.4297840556,309.5358418052287,764.8276213551047,1.0243997743880588,106
3850000,7700.000000651197,0.15000000003055902,-841643.552724157,222003.3284581754,-619640.2242659816,309.8572398181371,765.5802623421328,1.0233926882662878,106
3875000,7750.000000661384,0.20000000004074536,-842475.7127340394,221427.3136113872,-621048.3991226522,309.05327723000994,765.7753705949422,1.0231319429263188,106
3900000,7800.00000067157,0.2500000000509317,-840991.0342450496,221079.37004849612,-619911.6641965534,308.56764112374674,765.5366893104131,1.0234509380179848,106
3925000,7850.000000681756,0.30000000006111804,-841730.2826142064,222208.5462285088,-619521.7363856977,310.14366891052384,764.8590952174169,1.024357620457154,106
3950000,7900.000000691943,0.3500000000713044,-842133.7827098877,222935.36641858923,-619198.4162912985,311.1581154033153,765.8930836832043,1.0229746937968158,106
3975000,7950.000000702129,0.4000000000814907,-841482.2271056226,221110.90138075652,-620371.3257248661,308.6116504259939,764.8212536046228,1.024408303337962,106
4000000,8000.000000712315,0.45000000009167707,-840217.8212999934,222198.36882843208,-618019.4524715614,310.1294639834258,766.7023851833313,1.021894881120762,106
4025000,8050.000000722502,0.5000000001018634,-842007.7745695044,221841.90715358488,-620165.8674159196,309.63193887226555,763.7530857221517,1.0258410177434665,106
4050000,8100.000000732688,0.5500000001120497,-841062.1312677898,222082.32930134496,-618979.8019664448,309.96750385506766,766.2285061874836,1.022526878646587,106
4075000,8150.000000742874,0.6000000001222361,-842556.4708791887,222789.73980279872,-619766.73107639,310.9548596164481,764.082549272727,1.025398686971283,106
4100000,8200.00000075306,0.6500000001324215,-842407.1527140047,222121.6644551929,-620285.4882588119,310.022405203997,764.7037361624823,1.0245657314213137,106
4125000,8250.000000763246,0.7000000001426079,-840394.4128141953,222033.0042694029,-618361.4085447923,309.89865930954824,766.6312753832395,1.0219896682016505,106
4150000,8300.000000773432,0.7500000001527942,-841087.7088266141,222684.52631495296,-618403.1825116611,310.8080097418902,766.5178319876927,1.0221409210144832,106
4175000,8350.000000783619,0.8000000001629806,-841410.2495609336,222599.1683754254,-618811.0811855082,310.68887289956325,766.4941231573541,1.0221725373895425,106
4200000,8400.000000793805,0.8500000001731669,-843320.4458553889,223046.1227103737,-620274.3231450152,311.3127015489518,765.685597701699,1.023251900145002,106
4225000,8450.000000803991,0.9000000001833532,-841107.2410745192,222360.20083752385,-618747.0402369953,310.35533816287915,765.4306798659148,1.023592682356518,106
4250000,8500.000000814178,0.9500000001935396,-841663.7508605937,223164.26379034188,-618499.4870702518,311.4775948827695,766.9652666206621,1.0215446211978665,106
4275000,8550.000000824364,1.000000000203726,-841103.8150817901,221868.7153822116,-619235.0996995785,309.6693559857132,764.6598001941388,1.0246246011141236,106
4300000,8600.00000083455,1.0500000002139123,-841269.0540368734,223241.65456173223,-618027.3994751412,311.58561169034147,765.5209700731339,1.023471953599226,106
4325000,8650.000000844737,1.1000000002240986,-841101.4928697003,222647.6674246608,-618453.8254450395,310.75656459425204,767.3405508039706,1.021045013118406,106
4350000,8700.000000854923,1.150000000234285,-840736.9456032207,221465.0028169884,-619271.9427862323,309.1058812756324,765.7581830618924,1.02315490724387,106
4375000,8750.00000086511,1.2000000002444713,-840955.7307369174,222996.12981873157,-617959.6009181858,311.2429248500062,766.6564275531841,1.021956139156706,106
4400000,8800.000000875296,1.2500000002546576,-841279.4619592656,221074.80450630505,-620204.6574529606,308.56126884855865,767.8114701132095,1.0204187789046757,106
4425000,8850.000000885482,1.300000000264844,-840493.7461713674,222594.14464508745,-617899.6015262799,310.6818611163305,766.0233927949754,1.0228006744065898,106
4450000,8900.000000895669,1.3500000002750303,-841695.0724651213,220201.38493460964,-621493.6875305116,307.3422088481152,767.0086507113397,1.0214868398619767,106
4475000,8950.000000905855,1.4000000002852167,-843398.0505613987,222101.35895938764,-621296.6916020111,309.99406416547714,765.9007484845954,1.022964456311252,106
4500000,9000.000000916041,1.450000000295403,-840403.0342658921,222657.271679286,-617745.7625866062,310.76996956367003,767.4654837092038,1.0208788009270169,106
4525000,9050.000000926228,1.5000000003055893,-843600.4591641589,221968.10710569692,-621632.352058462,309.80808023509195,765.9623256585514,1.02288221824527,106
4550000,9100.000000936414,1.5500000003157757,-841986.4126686691,222477.7234401572,-619508.689228512,310.51936826783793,765.0287934258776,1.024130398090482,106
4575000,9150.0000009466,1.600000000325962,-841262.1687640599,220821.65033813295,-620440.5184259269,308.2079333722708,765.3447677766783,1.0237075834959404,106
4600000,9200.000000956788,1.6500000003361501,-840577.1674943077,223341.03840734484,-617236.1290869629,311.7243249443179,765.5391334635397,1.0234476704243365,106
4625000,9250.000000966971,1.700000000346333,-843465.7386084008,222134.95801553543,-621330.7805928653,310.0409594569612,764.3930916009899,1.024982108512963,106
