GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-4940.7255,-39207.5162,-4059.8661,186.55493616,-44148.2417,-3873.31116384,-48021.55286384
1,-4958.8469,-39077.1399,-4171.358,192.23578655999998,-44035.9868,-3979.12221344,-48015.10901344
2,-4928.97,-39245.8598,-4060.1356,191.15301744,-44174.8298,-3868.98258256,-48043.81238256
3,-4932.42,-38948.5346,-4179.8338,192.54505608,-43880.9546,-3987.2887439200003,-47868.243343919996
4,-4905.4931,-39025.826,-4196.2945,189.46960488,-43931.3191,-4006.82489512,-47938.14399511999
5,-4941.8751,-38865.8454,-4358.1062,191.35361592,-43807.720499999996,-4166.75258408,-47974.47308408
6,-4947.8566,-39044.6591,-4171.7915,187.88586479999998,-43992.515699999996,-3983.9056352000002,-47976.42133519999
7,-4970.4395,-39078.2224,-4145.7592,191.24720784,-44048.6619,-3954.5119921600003,-48003.17389216
8,-4935.4105,-39201.5213,-4062.1905,189.39882888,-44136.9318,-3872.79167112,-48009.72347111999
9,-4977.1466,-39106.778,-4054.8285,187.34033592,-44083.9246,-3867.48816408,-47951.41276408
10,-4926.7448,-39125.4774,-4034.2079,189.8647776,-44052.222200000004,-3844.3431224,-47896.565322400005
11,-4909.723,-39001.5393,-4156.5046,189.76831847999998,-43911.262299999995,-3966.7362815200004,-47877.99858152
12,-4957.5984,-39111.9069,-4041.1154,185.70417551999998,-44069.505300000004,-3855.4112244800003,-47924.91652448001
13,-4955.0807,-39106.7763,-4035.664,186.44131295999998,-44061.856999999996,-3849.2226870400004,-47911.07968703999
14,-4976.3178,-39135.7349,-4053.2652,190.29811464,-44112.0527,-3862.96708536,-47975.019785360004
15,-4982.8991,-39193.4705,-4093.6461,189.03514896,-44176.369600000005,-3904.61095104,-48080.980551040004
16,-4918.0824,-39222.6365,-4020.1026,188.47077912,-44140.7189,-3831.6318208800003,-47972.35072088
17,-4950.3109,-39088.6915,-4115.7612,187.25933448,-44039.0024,-3928.50186552,-47967.50426552
18,-4894.5652,-39224.8356,-4031.9713,187.51738896,-44119.400799999996,-3844.45391104,-47963.854711039996
19,-4938.6826,-39125.3809,-4126.445,191.47270967999998,-44064.0635,-3934.97229032,-47999.03579032
20,-4912.7332,-39113.5476,-4127.8467,189.09254159999998,-44026.2808,-3938.7541584,-47965.0349584
21,-4959.4386,-39133.5044,-4119.5742,191.95955568,-44092.943,-3927.61464432,-48020.557644320004
22,-4977.4798,-39112.0623,-4130.8774,190.26943559999998,-44089.5421,-3940.6079644,-48030.1500644
23,-4948.9985,-39247.203,-4087.9336,190.25267616,-44196.2015,-3897.6809238399997,-48093.88242384
24,-4945.8333,-39188.9209,-4053.8136,190.9453248,-44134.754199999996,-3862.8682752,-47997.6224752
25,-4943.0304,-39101.6641,-4066.6046,189.27871488,-44044.6945,-3877.3258851200003,-47922.02038512
26,-4948.8307,-39075.5401,-4149.2867,188.206488,-44024.3708,-3961.080212,-47985.45101199999
27,-4944.9448,-39003.6097,-4250.5971,191.88506519999999,-43948.5545,-4058.7120348,-48007.2665348
28,-4992.6662,-38994.5148,-4130.455,186.20188272,-43987.181,-3944.25311728,-47931.43411728
29,-4977.3993,-38983.5644,-4208.6568,188.06427215999997,-43960.9637,-4020.59252784,-47981.556227839996
30,-5027.0128,-39064.602,-4236.3539,188.86679064,-44091.614799999996,-4047.48710936,-48139.10190936
31,-4921.2716,-38964.288,-4268.7054,190.35279504,-43885.5596,-4078.35260496,-47963.91220496
32,-4930.8338,-38972.5792,-4283.4454,190.29695688,-43903.413,-4093.1484431199997,-47996.561443119994
33,-4943.7139,-38855.2343,-4335.8741,191.63443175999998,-43798.9482,-4144.23966824,-47943.18786824
34,-4981.6666,-38972.5702,-4242.494,186.48796392,-43954.2368,-4056.00603608,-48010.24283608
35,-4908.3712,-39038.9588,-4232.2923,188.543826,-43947.33,-4043.748474,-47991.078474
36,-4944.7896,-38944.9886,-4125.5883,186.50455344,-43889.7782,-3939.0837465600002,-47828.861946560006
37,-4960.9925,-39056.8928,-4106.649,188.99613576,-44017.8853,-3917.6528642400003,-47935.53816424
38,-4947.1112,-38881.8583,-4246.3089,188.80532351999997,-43828.9695,-4057.50357648,-47886.47307648
39,-4936.9849,-38942.7602,-4184.0896,190.71767304,-43879.7451,-3993.37192696,-47873.11702696
40,-4929.1375,-39080.674,-4257.189,188.05484375999998,-44009.811499999996,-4069.1341562400003,-48078.945656239994
41,-4886.1412,-38946.1077,-4209.6626,190.23732936,-43832.2489,-4019.42527064,-47851.67417064
42,-4993.1386,-39091.5739,-4144.0512,187.69214664,-44084.7125,-3956.35905336,-48041.07155336
43,-4966.6419,-39001.4028,-4181.7235,187.12630728,-43968.044700000006,-3994.59719272,-47962.64189272001
44,-4925.6646,-39054.1772,-4211.0466,191.54745792,-43979.841799999995,-4019.4991420799997,-47999.340942079994
45,-4995.1393,-39070.1925,-4165.8902,187.97425343999998,-44065.3318,-3977.9159465599996,-48043.24774656
46,-4920.6624,-39053.9132,-4165.5869,186.26395752,-43974.575600000004,-3979.32294248,-47953.898542480005
47,-4935.8639,-39024.4686,-4158.3572,187.4414952,-43960.332500000004,-3970.9157048,-47931.2482048
48,-4962.2989,-38963.6376,-4215.7108,191.06031815999998,-43925.9365,-4024.65048184,-47950.58698184
49,-4923.5193,-39133.3101,-4107.9418,189.82042271999998,-44056.8294,-3918.1213772799997,-47974.950777280006
50,-4897.9639,-39059.8313,-4162.6033,187.85902104,-43957.7952,-3974.74427896,-47932.53947896
51,-4931.8791,-39064.2846,-4127.6985,188.54379791999997,-43996.1637,-3939.1547020800003,-47935.318402079996
52,-4941.193,-39127.7372,-4168.0496,189.89406792,-44068.9302,-3978.1555320800003,-48047.08573208
53,-4971.8877,-39018.0548,-4189.4296,187.91192664,-43989.9425,-4001.5176733600006,-47991.46017336
54,-4920.5567,-39121.7233,-4101.1119,188.20615895999998,-44042.28,-3912.90574104,-47955.185741040004
55,-4937.1824,-39079.3556,-4105.8528,191.43788976,-44016.538,-3914.4149102399997,-47930.95291024
56,-4902.8939,-39019.7971,-4133.6496,187.03210679999998,-43922.691000000006,-3946.6174932,-47869.308493200006
57,-4936.2357,-39011.9957,-4152.4939,188.97957072,-43948.2314,-3963.5143292800003,-47911.745729279995
