step,time_ps,elapsed_time_ns,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,temperature_K,volume_nm3,density_g_mL,speed_ns_day
3775000,7550.000000620638,0.0,-1814614.337922494,473556.1821378123,-1341058.1557846817,310.05167338018646,1634.094490035718,1.0242224751206894,0
3800000,7600.000000630825,0.05000000001018634,-1813773.399923603,471939.2721442485,-1341834.1277793546,308.99303310028046,1636.1596650801148,1.0229296925514368,152
3825000,7650.000000641011,0.10000000002037268,-1813761.468925258,474694.246508362,-1339067.222416896,310.7967988284709,1637.069004895999,1.0223614876098586,152
3850000,7700.000000651197,0.15000000003055902,-1813714.092219295,474165.0650047187,-1339549.0272145765,310.4503275608259,1636.2718822263616,1.022859539020012,152
3875000,7750.000000661384,0.20000000004074536,-1810829.3167946248,473562.3209438184,-1337266.995850806,310.05569264367944,1637.861165438239,1.0218670168650357,152
3900000,7800.00000067157,0.2500000000509317,-1809577.611309125,473329.66148961615,-1336247.949819509,309.9033634041424,1639.2802755345415,1.0209823958381408,152
3925000,7850.000000681756,0.30000000006111804,-1810929.4713177057,474618.8124514772,-1336310.6588662283,310.7474098510925,1636.2845565339696,1.0228516161704164,152
3950000,7900.000000691943,0.3500000000713044,-1812521.13975434,473379.9584969895,-1339141.1812573506,309.9362943886598,1635.8054332987165,1.0231512067974846,152
3975000,7950.000000702129,0.4000000000814907,-1814281.697271176,471781.00213416736,-1342500.6951370083,308.88940889829024,1633.2111515941865,1.0247764359995823,152
4000000,8000.000000712315,0.45000000009167707,-1810240.7432041245,475111.43767759536,-1335129.305526529,311.06994660907066,1637.5234504598784,1.0220777618149115,152
4025000,8050.000000722502,0.5000000001018634,-1810764.318786825,475198.7477901965,-1335565.5709966286,311.1271112022828,1635.989672301653,1.0230359833572729,152
4050000,8100.000000732688,0.5500000001120497,-1812859.2298793187,474373.8877509004,-1338485.3421284184,310.58705018072953,1632.0885068254925,1.0254813364385869,152
