atom1,atom2,frame0_distance_A,mean_distance_A,minimum_distance_A,maximum_distance_A,implausible_frame_fraction
UNK1-C1x,UNK1-O1x,1.4778190851211548,1.4542173147201538,1.334762692451477,1.5636484622955322,0.0
UNK1-O1x,UNK1-C2x,1.4093101024627686,1.388452410697937,1.2799630165100098,1.4848809242248535,0.0
UNK1-C2x,UNK1-C3x,1.421798586845398,1.4096566438674927,1.3123430013656616,1.507293701171875,0.0
UNK1-C2x,UNK1-C22x,1.3789043426513672,1.4159648418426514,1.3288352489471436,1.5118170976638794,0.0
UNK1-C3x,UNK1-C4x,1.4196021556854248,1.4092893600463867,1.315474510192871,1.512607455253601,0.0
UNK1-C4x,UNK1-C5x,1.365199327468872,1.408453345298767,1.322258710861206,1.4950798749923706,0.0
UNK1-C5x,UNK1-C6x,1.4660522937774658,1.4187954664230347,1.3310966491699219,1.5106608867645264,0.0
UNK1-C6x,UNK1-C7x,1.5441417694091797,1.5448750257492065,1.4211946725845337,1.6587382555007935,0.0
UNK1-C6x,UNK1-C22x,1.3932576179504395,1.4160962104797363,1.321083426475525,1.501668095588684,0.0
UNK1-C7x,UNK1-O2x,1.4368340969085693,1.4653031826019287,1.362473726272583,1.573557734489441,0.0
UNK1-C7x,UNK1-C15x,1.5696380138397217,1.5646718740463257,1.4428120851516724,1.680239200592041,0.0
UNK1-O2x,UNK1-C8x,1.3954079151153564,1.3880066871643066,1.286989450454712,1.4892457723617554,0.0
UNK1-C8x,UNK1-C9x,1.3925549983978271,1.4078056812286377,1.3221054077148438,1.4980576038360596,0.0
UNK1-C8x,UNK1-C13x,1.4296619892120361,1.421377182006836,1.3286654949188232,1.5123238563537598,0.0
UNK1-C9x,UNK1-C10x,1.3752977848052979,1.4040813446044922,1.3042479753494263,1.4846794605255127,0.0
UNK1-C10x,UNK1-O3x,1.3511587381362915,1.3521006107330322,1.2704799175262451,1.4483201503753662,0.0
UNK1-C10x,UNK1-C11x,1.3984944820404053,1.4024182558059692,1.2918556928634644,1.4991854429244995,0.0
UNK1-C11x,UNK1-C12x,1.4062385559082031,1.408559799194336,1.3279311656951904,1.504403829574585,0.0
UNK1-C12x,UNK1-C13x,1.4292352199554443,1.413574457168579,1.317813515663147,1.5088284015655518,0.0
UNK1-C13x,UNK1-C14x,1.5477850437164307,1.5187410116195679,1.3843786716461182,1.633540153503418,0.0
UNK1-C14x,UNK1-C15x,1.5107076168060303,1.5391947031021118,1.4223456382751465,1.6557435989379883,0.0
UNK1-C15x,UNK1-O4x,1.4421212673187256,1.46565842628479,1.3437345027923584,1.5820302963256836,0.0
UNK1-O4x,UNK1-C16x,1.436671495437622,1.4605239629745483,1.339989185333252,1.6221058368682861,0.0
UNK1-C16x,UNK1-O5x,1.453588604927063,1.450775384902954,1.3042423725128174,1.5820322036743164,0.0
UNK1-C16x,UNK1-C21x,1.5708460807800293,1.5564687252044678,1.423789143562317,1.6981254816055298,0.0
UNK1-O5x,UNK1-C17x,1.4860119819641113,1.456973910331726,1.318143367767334,1.588104486465454,0.0
UNK1-C17x,UNK1-C18x,1.5398023128509521,1.5506513118743896,1.4319462776184082,1.6805927753448486,0.0
UNK1-C17x,UNK1-C19x,1.6178696155548096,1.556057095527649,1.4266977310180664,1.669956922531128,0.0
UNK1-C18x,UNK1-O6x,1.4360946416854858,1.4355114698410034,1.3161427974700928,1.5295039415359497,0.0
UNK1-C19x,UNK1-O7x,1.3918567895889282,1.4379284381866455,1.3319287300109863,1.5477557182312012,0.0
UNK1-C19x,UNK1-C20x,1.6033294200897217,1.5512796640396118,1.436159610748291,1.6695160865783691,0.0
UNK1-C20x,UNK1-O8x,1.4324359893798828,1.439697265625,1.3085341453552246,1.5464143753051758,0.0
UNK1-C20x,UNK1-C21x,1.5811457633972168,1.5514971017837524,1.4172604084014893,1.6862919330596924,0.0
UNK1-C21x,UNK1-O9x,1.3977344036102295,1.4434630870819092,1.3115005493164062,1.5592679977416992,0.0
