atom1,atom2,frame0_distance_A,mean_distance_A,minimum_distance_A,maximum_distance_A,implausible_frame_fraction
UNK1-O1x,UNK1-C1x,1.4596651792526245,1.4351375102996826,1.3226354122161865,1.5595297813415527,0.0
UNK1-C1x,UNK1-C2x,1.5489180088043213,1.5484529733657837,1.4218169450759888,1.6936595439910889,0.0
UNK1-C2x,UNK1-O2x,1.4416720867156982,1.4459660053253174,1.328508734703064,1.5603654384613037,0.0
UNK1-C2x,UNK1-C26x,1.589206576347351,1.5538803339004517,1.4073872566223145,1.6646578311920166,0.0
UNK1-O2x,UNK1-C3x,1.4575884342193604,1.4400299787521362,1.320251226425171,1.5769572257995605,0.0
UNK1-C3x,UNK1-O3x,1.4786778688430786,1.4424145221710205,1.3296889066696167,1.5589535236358643,0.0
UNK1-C3x,UNK1-C24x,1.61587655544281,1.5583784580230713,1.432596206665039,1.6749706268310547,0.0
UNK1-O3x,UNK1-C4x,1.4251004457473755,1.470586895942688,1.341211199760437,1.606205701828003,0.0
UNK1-C4x,UNK1-C5x,1.5784865617752075,1.568602442741394,1.448264718055725,1.7316298484802246,0.0
UNK1-C4x,UNK1-C14x,1.5504546165466309,1.5399383306503296,1.4059696197509766,1.6529245376586914,0.0
UNK1-C4x,UNK1-C16x,1.611860990524292,1.5677021741867065,1.4540868997573853,1.6836832761764526,0.0
UNK1-C5x,UNK1-O4x,1.4424538612365723,1.4439821243286133,1.3178486824035645,1.5575292110443115,0.0
UNK1-O4x,UNK1-C6x,1.4533071517944336,1.4462064504623413,1.3338472843170166,1.608310341835022,0.0
UNK1-C6x,UNK1-C7x,1.549635410308838,1.5315165519714355,1.4128636121749878,1.6423578262329102,0.0
UNK1-C6x,UNK1-C14x,1.5243051052093506,1.5482022762298584,1.4358943700790405,1.6635905504226685,0.0
UNK1-C7x,UNK1-C8x,1.4432737827301025,1.4180383682250977,1.3013849258422852,1.5099717378616333,0.0
UNK1-C7x,UNK1-C12x,1.4293323755264282,1.4180378913879395,1.3364750146865845,1.5093709230422974,0.0
UNK1-C8x,UNK1-C9x,1.4088703393936157,1.4118554592132568,1.3214619159698486,1.495043158531189,0.0
UNK1-C9x,UNK1-C10x,1.4105877876281738,1.405693769454956,1.3104264736175537,1.4961979389190674,0.0
UNK1-C10x,UNK1-C11x,1.4205827713012695,1.409909963607788,1.3242573738098145,1.5017127990722656,0.0
UNK1-C10x,UNK1-O6x,1.3930763006210327,1.3715026378631592,1.28183114528656,1.4638676643371582,0.0
UNK1-C11x,UNK1-C12x,1.3701057434082031,1.4070063829421997,1.3127562999725342,1.5068461894989014,0.0
UNK1-C11x,UNK1-O5x,1.387735366821289,1.3720840215682983,1.2779945135116577,1.4642739295959473,0.0
UNK1-O5x,UNK1-C13x,1.453019142150879,1.4337164163589478,1.3295011520385742,1.5400923490524292,0.0
UNK1-C13x,UNK1-O6x,1.380208969116211,1.4336081743240356,1.3159971237182617,1.5672962665557861,0.0
UNK1-C14x,UNK1-C15x,1.4943828582763672,1.5331029891967773,1.4083552360534668,1.648706078529358,0.0
UNK1-C15x,UNK1-O7x,1.441605567932129,1.4114619493484497,1.3004947900772095,1.5156644582748413,0.0
UNK1-C15x,UNK1-O8x,1.4635591506958008,1.4169470071792603,1.2946996688842773,1.5275408029556274,0.0
UNK1-O8x,UNK1-C16x,1.426746129989624,1.4477068185806274,1.3421882390975952,1.5754414796829224,0.0
UNK1-C16x,UNK1-C17x,1.5173091888427734,1.5373889207839966,1.4172626733779907,1.6599446535110474,0.0
UNK1-C17x,UNK1-C18x,1.434024691581726,1.4191060066223145,1.3179045915603638,1.5074836015701294,0.0
UNK1-C17x,UNK1-C22x,1.4241803884506226,1.419269323348999,1.3263534307479858,1.5105564594268799,0.0
UNK1-C18x,UNK1-C19x,1.383382797241211,1.4121193885803223,1.3162111043930054,1.5149253606796265,0.0
UNK1-C19x,UNK1-C20x,1.4018875360488892,1.406314492225647,1.3046084642410278,1.5171988010406494,0.0
UNK1-C20x,UNK1-C21x,1.4079084396362305,1.4072743654251099,1.3283202648162842,1.4901015758514404,0.0
UNK1-C20x,UNK1-O10x,1.410744071006775,1.3720593452453613,1.2836906909942627,1.4932750463485718,0.0
UNK1-C21x,UNK1-C22x,1.4190943241119385,1.4056118726730347,1.3121575117111206,1.495667815208435,0.0
UNK1-C21x,UNK1-O9x,1.3540167808532715,1.3686938285827637,1.2716774940490723,1.478853702545166,0.0
UNK1-O9x,UNK1-C23x,1.4609168767929077,1.4341928958892822,1.3193947076797485,1.5512535572052002,0.0
UNK1-C23x,UNK1-O10x,1.4427162408828735,1.4365280866622925,1.3243658542633057,1.5410912036895752,0.0
UNK1-C24x,UNK1-O11x,1.4019055366516113,1.444498062133789,1.3149967193603516,1.5666379928588867,0.0
UNK1-C24x,UNK1-C25x,1.5144883394241333,1.5594992637634277,1.4446220397949219,1.676334023475647,0.0
UNK1-C25x,UNK1-O12x,1.4464871883392334,1.43796706199646,1.3260691165924072,1.5543491840362549,0.0
UNK1-C25x,UNK1-C26x,1.5367522239685059,1.5607131719589233,1.4357167482376099,1.66925048828125,0.0
UNK1-C26x,UNK1-O13x,1.4568188190460205,1.4360172748565674,1.3157492876052856,1.549272060394287,0.0
