time_ns,protein_core_rmsd_A,backbone_rmsd_A,ligand_pose_rmsd_A,ligand_internal_rmsd_A
0.0,0.0,0.0,0.0,0.0022114785
0.05000000001018634,0.5699218,0.7186681,0.5569427,0.36036247
0.10000000002037268,0.67174387,0.8485195,0.8285772,0.5045274
0.15000000003055902,0.70774925,0.90476906,0.6245793,0.5152128
0.20000000004074536,0.6841682,0.8642596,0.94489545,0.3958423
0.2500000000509317,0.674254,0.91271764,0.53918666,0.21952754
0.30000000006111804,0.7315967,0.8969765,1.0402204,0.5327369
0.3500000000713044,0.6565314,0.85448444,0.6953975,0.3350737
0.4000000000814907,0.722096,0.87463206,1.0306089,0.5402077
0.45000000009167707,0.69460505,0.9281108,0.92616606,0.5855534
0.5000000001018634,0.72309244,0.91071475,1.172075,0.39471018
0.5500000001120497,0.76604795,0.91899985,1.0410032,0.54698676
0.6000000001222361,0.786539,1.0132945,0.907287,0.33871737
0.6500000001324215,0.7555929,1.0123177,0.9333192,0.40766254
0.7000000001426079,0.7472111,1.0392926,1.0842073,0.55761284
0.7500000001527942,0.7576834,1.080751,1.2056015,0.7232617
0.8000000001629806,0.7256138,0.95726013,1.0977297,0.59109396
0.8500000001731669,0.76246166,1.0797764,1.0764288,0.5104589
0.9000000001833532,0.78474355,1.0175095,0.8604536,0.47216493
0.9500000001935396,0.72166455,0.99216115,1.426854,0.69862777
1.000000000203726,0.6788507,0.97849345,1.0650302,0.65757936
1.0500000002139123,0.75875473,0.9981569,0.93709266,0.4465654
1.1000000002240986,0.73886305,0.9495623,1.1995339,0.6382252
1.150000000234285,0.76112306,1.0334132,1.1830014,0.62194073
1.2000000002444713,0.753016,1.0146898,1.1147853,0.53379613
1.2500000002546576,0.7010117,0.9637818,1.1595243,0.5150609
1.300000000264844,0.6636814,0.91875863,0.89529383,0.5743674
1.3500000002750303,0.61924577,0.908218,1.0289762,0.5045711
1.4000000002852167,0.6528206,0.9341225,1.0864881,0.45515645
1.450000000295403,0.73112595,0.9845576,1.0100985,0.5599235
1.5000000003055893,0.7388123,0.99340016,0.7652345,0.42567945
