GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
25,-4908.739,-39385.3725,-3881.9202,189.94119192,-44294.1115,-3691.97900808,-47986.09050808
26,-4933.1692,-39352.1329,-3888.9378,190.89511128,-44285.3021,-3698.04268872,-47983.34478872
27,-4895.6102,-39487.2434,-3794.6833,190.53858528,-44382.8536,-3604.14471472,-47986.99831472
28,-4916.7505,-39503.5977,-3821.2293,190.23473232,-44420.3482,-3630.99456768,-48051.34276768
29,-4954.0812,-39373.3761,-3899.7338,191.84841504,-44327.4573,-3707.88538496,-48035.34268496
30,-4923.2582,-39504.2849,-3866.4812,192.48938855999998,-44427.543099999995,-3673.99181144,-48101.534911439994
31,-4899.5637,-39302.96,-3930.2223,188.64231263999997,-44202.5237,-3741.57998736,-47944.10368736
32,-4929.6956,-39368.2853,-3935.4683,186.62261976,-44297.9809,-3748.84568024,-48046.826580240006
33,-4911.9198,-39430.3949,-3958.2343,189.25584695999999,-44342.3147,-3768.97845304,-48111.29315304
34,-4919.982,-39353.9724,-3901.7525,187.9892388,-44273.9544,-3713.7632612,-47987.717661200004
35,-4919.4295,-39285.9703,-3951.1317,191.62331136,-44205.3998,-3759.50838864,-47964.908188639994
36,-4943.6558,-39342.7226,-3914.2074,192.87629784,-44286.3784,-3721.33110216,-48007.70950216
37,-4922.1141,-39430.2874,-3867.6375,189.54428184,-44352.4015,-3678.0932181599997,-48030.49471816
38,-4943.4351,-39326.4888,-3829.2146,189.09037152,-44269.9239,-3640.1242284799996,-47910.048128480004
39,-4924.9012,-39563.2313,-3802.3887,191.29731912,-44488.1325,-3611.09138088,-48099.22388088
40,-4887.132,-39344.7851,-3937.6224,194.40747648,-44231.9171,-3743.2149235200004,-47975.13202352
41,-4885.6614,-39441.5857,-3876.7114,190.83596183999998,-44327.2471,-3685.87543816,-48013.12253816
42,-4896.2267,-39479.2131,-3778.1845,191.4059232,-44375.4398,-3586.7785768,-47962.2183768
43,-4942.9283,-39255.4729,-3942.0165,191.8043568,-44198.4012,-3750.2121432000004,-47948.6133432
44,-4879.0958,-39376.2446,-3818.7826,192.00003407999998,-44255.3404,-3626.78256592,-47882.122965919996
45,-4976.6775,-39226.9446,-3970.7524,188.71182,-44203.6221,-3782.04058,-47985.66268
46,-4905.1632,-39331.7553,-3912.8934,192.103542,-44236.9185,-3720.789858,-47957.708358
47,-4891.4183,-39336.3063,-3933.6446,192.3423876,-44227.724599999994,-3741.3022124,-47969.02681239999
48,-4943.3281,-39245.6657,-3984.5939,194.10561647999998,-44188.9938,-3790.4882835199996,-47979.48208351999
49,-4942.7741,-39206.0008,-4004.1307,188.18925768,-44148.774900000004,-3815.94144232,-47964.71634232
50,-4936.1617,-39169.9644,-4055.4949,193.1483808,-44106.126099999994,-3862.3465192000003,-47968.472619199994
51,-4967.0506,-39126.5347,-4129.1434,190.20476232,-44093.5853,-3938.93863768,-48032.52393768
52,-4983.0482,-39392.1186,-3883.3665,189.21428423999998,-44375.1668,-3694.15221576,-48069.31901576
53,-4897.0221,-39473.4825,-3864.5573,192.31254,-44370.5046,-3672.24476,-48042.74936
54,-4945.5458,-39315.2308,-3899.6057,188.7176808,-44260.7766,-3710.8880192,-47971.6646192
55,-4969.2632,-39342.3198,-3899.1295,190.67872752,-44311.583,-3708.45077248,-48020.033772480005
56,-4955.2172,-39156.1036,-3972.5455,187.63096968,-44111.3208,-3784.9145303200003,-47896.23533032
57,-4905.7696,-39177.9134,-3993.0993,192.67203168,-44083.683,-3800.4272683199997,-47884.11026832
58,-4950.9597,-39304.5965,-3865.2154,188.13699216,-44255.5562,-3677.07840784,-47932.63460784
59,-4942.5899,-39345.9373,-3782.1298,188.44555824,-44288.5272,-3593.68424176,-47882.21144176
60,-4920.991,-39384.8029,-3856.244,190.31664744,-44305.793900000004,-3665.92735256,-47971.721252560004
61,-4937.9868,-39324.8491,-3837.4925,191.17136376,-44262.8359,-3646.3211362399998,-47909.15703624
62,-4904.7355,-39448.9309,-3795.447,192.62823552,-44353.6664,-3602.81876448,-47956.48516448
63,-4901.8656,-39609.7544,-3731.7731,192.56488488,-44511.619999999995,-3539.2082151199997,-48050.82821512
64,-4973.7697,-39533.5483,-3708.2394,190.4548392,-44507.318,-3517.7845608,-48025.1025608
65,-4943.4301,-39426.9354,-3845.4858,190.27933848,-44370.3655,-3655.2064615199997,-48025.57196152
66,-4953.0263,-39486.1282,-3737.7387,188.29002383999998,-44439.1545,-3549.44867616,-47988.603176159995
67,-4937.9253,-39331.5945,-3898.0549,191.34154728,-44269.5198,-3706.7133527200003,-47976.23315272001
68,-4993.1635,-39409.7965,-3781.2514,187.53802272,-44402.96,-3593.7133772800003,-47996.67337728
69,-4911.1886,-39545.496,-3701.8953,186.3031176,-44456.6846,-3515.5921824,-47972.2767824
70,-4915.6091,-39515.3895,-3757.7364,192.12603912,-44430.9986,-3565.61036088,-47996.60896088
71,-4913.4195,-39532.8642,-3746.8861,185.82041376,-44446.2837,-3561.06568624,-48007.34938624001
72,-4890.335,-39541.5351,-3800.332,189.24995879999997,-44431.8701,-3611.0820412,-48042.9521412
73,-4933.0875,-39461.0363,-3799.9344,188.60837976,-44394.1238,-3611.32602024,-48005.44982024
74,-4946.9866,-39467.7096,-3792.0324,188.10656784,-44414.696200000006,-3603.92583216,-48018.622032160005
75,-4940.822,-39569.9953,-3705.7361,185.78228184,-44510.8173,-3519.95381816,-48030.77111816
76,-4921.3371,-39644.069,-3651.3802,186.42851856,-44565.4061,-3464.95168144,-48030.35778144
77,-4880.8417,-39563.987,-3726.1681,186.35313816,-44444.8287,-3539.81496184,-47984.643661840004
78,-4987.5831,-39488.8714,-3732.7278,186.45490296,-44476.45450000001,-3546.2728970400003,-48022.727397040006
79,-4921.2241,-39751.1461,-3614.049,188.43595632,-44672.3702,-3425.61304368,-48097.98324368
80,-4933.177,-39745.3519,-3704.6938,185.67941399999998,-44678.528900000005,-3519.014386,-48197.54328600001
81,-4936.2236,-39622.8627,-3658.0385,185.23351584,-44559.086299999995,-3472.80498416,-48031.891284159996
82,-4934.532,-39521.7644,-3789.1139,187.02336456,-44456.2964,-3602.0905354399997,-48058.386935439994
83,-4940.6033,-39425.2473,-3775.5704,188.71921296,-44365.850600000005,-3586.8511870400002,-47952.70178704
84,-4972.7717,-39501.8473,-3731.9147,183.06141983999999,-44474.619,-3548.85328016,-48023.47228016
85,-4989.5488,-39535.8559,-3787.904,187.43290632,-44525.4047,-3600.47109368,-48125.87579368
86,-4968.6487,-39714.5647,-3725.2984,188.50070304,-44683.2134,-3536.79769696,-48220.01109696
87,-4929.7465,-39751.0962,-3623.0581,184.41801864,-44680.8427,-3438.6400813600003,-48119.482781360006
88,-4955.0041,-39735.3033,-3624.9157,185.03877455999998,-44690.3074,-3439.87692544,-48130.184325439994
89,-4960.096,-39441.1212,-3846.9044,186.59532096,-44401.2172,-3660.3090790399997,-48061.52627904
90,-4923.7894,-39585.7719,-3766.4641,188.81411328000002,-44509.5613,-3577.64998672,-48087.21128672
91,-4917.59,-39535.1747,-3736.7039,190.0420704,-44452.7647,-3546.6618296,-47999.4265296
92,-4952.6056,-39567.1658,-3750.494,184.87893312,-44519.771400000005,-3565.61506688,-48085.38646688
93,-4913.1906,-39514.0263,-3797.1997,189.03814128,-44427.2169,-3608.1615587200004,-48035.37845872
94,-4923.89,-39463.9852,-3910.7571,188.99092296,-44387.8752,-3721.76617704,-48109.64137704
95,-4969.3408,-39540.3032,-3825.7345,189.08194248,-44509.644,-3636.65255752,-48146.29655752
96,-4922.8308,-39403.1527,-3863.7288,187.24335408000002,-44325.9835,-3676.4854459199996,-48002.46894592
97,-4919.8285,-39451.8061,-3853.5606,189.09021887999998,-44371.634600000005,-3664.4703811199997,-48036.10498112
98,-4926.5075,-39485.141,-3807.5605,186.18110783999998,-44411.6485,-3621.37939216,-48033.027892160004
99,-5000.3394,-39490.6479,-3820.0026,186.13716552,-44490.9873,-3633.8654344799997,-48124.85273448

Receptor Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-4802.9459,-38838.0645,-4266.7648,199.44506088,-43641.0104,-4067.31973912,-47708.33013911999
1,-4807.892,-38971.3907,-4146.8756,198.68780232,-43779.2827,-3948.18779768,-47727.470497680006
2,-4844.8546,-38994.603,-4186.0023,198.512298,-43839.4576,-3987.490002,-47826.947602
3,-4868.8617,-38915.5665,-4156.2352,198.88192152,-43784.4282,-3957.35327848,-47741.78147848001
4,-4852.8344,-39090.1591,-4141.5273,196.71052608,-43942.9935,-3944.81677392,-47887.81027392
5,-4835.5606,-38951.2883,-4224.1461,198.57418488,-43786.8489,-4025.57191512,-47812.42081511999
6,-4815.3784,-38983.2113,-4149.4744,198.65164896,-43798.589700000004,-3950.82275104,-47749.41245104
7,-4855.3568,-38836.5984,-4187.9466,195.78210479999998,-43691.955200000004,-3992.1644952,-47684.11969520001
8,-4797.3518,-38962.7904,-4074.5739,197.56697616,-43760.1422,-3877.0069238399997,-47637.149123840005
9,-4840.3441,-38945.8952,-4101.0748,200.68545888,-43786.2393,-3900.38934112,-47686.628641120005
10,-4845.3625,-38999.9549,-4092.6766,198.4717296,-43845.3174,-3894.2048704,-47739.5222704
11,-4860.2599,-39007.2064,-4086.0861,195.54403176,-43867.4663,-3890.54206824,-47758.00836824
12,-4785.9531,-38975.4746,-4120.3522,201.83737680000002,-43761.4277,-3918.5148232,-47679.9425232
13,-4826.0463,-39272.9463,-3944.4956,196.90352496,-44098.992600000005,-3747.59207504,-47846.58467504001
14,-4817.7429,-38959.4276,-4173.7562,198.03315672,-43777.1705,-3975.7230432799997,-47752.89354328
15,-4832.6026,-39178.1198,-3971.0373,196.52461631999998,-44010.7224,-3774.51268368,-47785.235083679996
16,-4808.2137,-39086.5592,-4111.7353,199.89355608,-43894.7729,-3911.84174392,-47806.61464392
17,-4801.0693,-39214.4986,-4063.6825,199.78482888,-44015.5679,-3863.89767112,-47879.46557112
18,-4820.1143,-39239.3219,-3927.9907,197.48525904,-44059.436200000004,-3730.5054409599998,-47789.94164096001
19,-4763.5061,-39188.3701,-3989.0305,198.28717416,-43951.8762,-3790.7433258399997,-47742.61952584
20,-4779.7392,-39222.1615,-4002.9117,197.64931031999998,-44001.9007,-3805.26238968,-47807.16308968
21,-4808.9465,-39036.7174,-4084.2605,194.17148208,-43845.6639,-3890.08901792,-47735.75291792
22,-4823.0685,-38893.1953,-4181.1823,198.81370296,-43716.2638,-3982.36859704,-47698.632397040004
23,-4817.2901,-39089.347,-4139.3712,197.5469328,-43906.6371,-3941.8242671999997,-47848.4613672
24,-4881.7155,-38913.6435,-4136.5624,198.41975136,-43795.359,-3938.1426486399996,-47733.50164864
25,-4838.6848,-39231.88,-3916.2219,194.79312503999998,-44070.5648,-3721.42877496,-47791.99357496
26,-4858.4264,-39196.3957,-3920.997,195.81495408,-44054.822100000005,-3725.18204592,-47780.00414592001
27,-4818.2749,-39341.5451,-3829.3452,195.48447264,-44159.82000000001,-3633.86072736,-47793.68072736001
28,-4830.4488,-39368.4693,-3848.3525,195.225084,-44198.918099999995,-3653.127416,-47852.045516
29,-4872.6677,-39237.421,-3926.1832,196.71527952,-44110.0887,-3729.46792048,-47839.55662048
30,-4845.8394,-39369.5773,-3896.7812,197.44548623999998,-44215.416699999994,-3699.33571376,-47914.75241375999
31,-4818.5441,-39155.506,-3966.1579,193.57334423999998,-43974.0501,-3772.58455576,-47746.63465576
32,-4855.6175,-39222.0921,-3967.5806,191.58232968000002,-44077.7096,-3775.99827032,-47853.70787032
33,-4835.3418,-39279.6785,-3990.5999,194.35904784,-44115.020300000004,-3796.24085216,-47911.261152160005
34,-4838.5058,-39210.0046,-3932.4911,192.97607328,-44048.5104,-3739.51502672,-47788.02542672
35,-4837.1632,-39140.8564,-3985.2792,196.55587223999999,-43978.0196,-3788.72332776,-47766.742927759995
36,-4858.7735,-39179.5707,-3959.4837,197.75669904,-44038.3442,-3761.72700096,-47800.071200959996
37,-4845.6754,-39291.7573,-3899.0901,194.41384632,-44137.4327,-3704.6762536799997,-47842.10895368
38,-4877.3615,-39168.1576,-3868.5455,193.96294776,-44045.5191,-3674.58255224,-47720.101652239995
39,-4852.5567,-39408.6659,-3833.8939,196.33319496,-44261.2226,-3637.56070504,-47898.78330504
40,-4816.0758,-39189.9968,-3974.1918,199.3174272,-44006.0726,-3774.8743728,-47780.9469728
41,-4815.3287,-39295.927,-3912.2048,195.78911328,-44111.2557,-3716.41568672,-47827.67138672
42,-4820.7604,-39339.8777,-3805.8209,196.32809088000002,-44160.6381,-3609.49280912,-47770.130909119995
43,-4856.0171,-39104.3332,-3982.1017,196.9291188,-43960.3503,-3785.1725812,-47745.5228812
44,-4803.7059,-39233.9157,-3850.6087,197.00964792,-44037.6216,-3653.59905208,-47691.220652079995
45,-4898.6909,-39071.1236,-4004.051,193.6156356,-43969.8145,-3810.4353644,-47780.2498644
46,-4824.0823,-39184.1043,-3942.9688,197.06563008,-44008.1866,-3745.90316992,-47754.08976992001
47,-4814.1393,-39181.8504,-3969.388,197.11160424,-43995.989700000006,-3772.27639576,-47768.26609576
48,-4869.3648,-39099.34,-4015.5882,198.98528543999998,-43968.7048,-3816.60291456,-47785.30771456
49,-4864.9098,-39064.5339,-4032.4426,193.16005992,-43929.4437,-3839.2825400799998,-47768.72624008
50,-4852.9275,-39024.588,-4090.0238,198.29249136,-43877.5155,-3891.73130864,-47769.246808640004
51,-4890.996,-38982.3763,-4160.1158,195.2779788,-43873.3723,-3964.8378212,-47838.210121200005
52,-4911.8231,-39241.3573,-3914.9716,194.1796656,-44153.180400000005,-3720.7919343999997,-47873.9723344
53,-4815.2412,-39324.5622,-3901.3565,197.33122224,-44139.803400000004,-3704.02527776,-47843.82867776001
54,-4860.1324,-39181.6472,-3926.3762,193.60162368,-44041.7796,-3732.77457632,-47774.55417632
55,-4878.5882,-39208.301,-3930.032,195.55516944000001,-44086.8892,-3734.47683056,-47821.36603056
56,-4877.1292,-39010.6061,-4003.0822,192.6604044,-43887.7353,-3810.4217955999998,-47698.1570956
57,-4828.9309,-39030.0899,-4024.7865,197.60241528,-43859.0208,-3827.18408472,-47686.20488472
58,-4869.5872,-39162.8165,-3890.288,193.2271812,-44032.4037,-3697.0608188,-47729.4645188
59,-4860.5365,-39209.024,-3808.0896,193.36107744,-44069.5605,-3614.72852256,-47684.28902256
60,-4840.6474,-39243.3594,-3887.1978,195.40737936,-44084.0068,-3691.79042064,-47775.79722064001
61,-4858.8679,-39172.2678,-3878.251,196.03669464,-44031.1357,-3682.2143053600003,-47713.35000536
62,-4826.1789,-39294.0559,-3831.0525,197.58712824,-44120.2348,-3633.46537176,-47753.70017176
63,-4820.8048,-39470.1474,-3758.0147,197.65990224,-44290.9522,-3560.35479776,-47851.30699776
64,-4891.511,-39393.3368,-3737.3963,195.47148887999998,-44284.847799999996,-3541.92481112,-47826.772611119995
65,-4866.9861,-39286.8625,-3878.7765,195.32833992,-44153.848600000005,-3683.44816008,-47837.296760080004
66,-4877.9921,-39339.4108,-3769.3049,193.24003104,-44217.4029,-3576.0648689600002,-47793.46776896001
67,-4857.6722,-39193.8666,-3928.837,196.31953368,-44051.5388,-3732.51746632,-47784.05626632
68,-4907.8143,-39265.2006,-3814.4917,192.85059743999997,-44173.014899999995,-3621.64110256,-47794.65600255999
69,-4825.5547,-39415.4832,-3727.0977,191.1626316,-44241.0379,-3535.9350683999996,-47776.972968400005
70,-4835.626,-39374.9352,-3786.4305,196.96211999999997,-44210.5612,-3589.46838,-47800.02958
71,-4826.2852,-39382.9877,-3782.4632,191.20727376,-44209.272899999996,-3591.25592624,-47800.52882623999
72,-4807.7295,-39400.1709,-3830.4701,194.14566792,-44207.9004,-3636.32443208,-47844.22483208
73,-4846.483,-39331.5214,-3824.1677,193.48140744,-44178.0044,-3630.68629256,-47808.69069256
74,-4860.6643,-39330.9005,-3816.4543,193.08436848,-44191.56480000001,-3623.3699315199997,-47814.93473152001
75,-4860.4548,-39427.2579,-3737.0604,190.7310528,-44287.7127,-3546.3293472,-47834.0420472
76,-4839.4161,-39494.8898,-3683.4296,191.47919543999998,-44334.3059,-3491.95040456,-47826.25630456
77,-4808.6346,-39418.7455,-3755.819,191.367144,-44227.380099999995,-3564.451856,-47791.831955999995
78,-4904.6514,-39350.7891,-3765.2241,191.60935632,-44255.440500000004,-3573.6147436799997,-47829.055243680006
79,-4847.0206,-39595.8385,-3650.23,193.24663271999998,-44442.8591,-3456.98336728,-47899.84246728
80,-4858.6112,-39607.5731,-3737.4544,190.58456736,-44466.1843,-3546.86983264,-48013.054132640005
81,-4857.1995,-39484.6739,-3685.1627,190.2432852,-44341.873400000004,-3494.9194147999997,-47836.79281480001
82,-4854.8266,-39383.292,-3820.1199,191.86998911999999,-44238.1186,-3628.2499108800002,-47866.36851088
83,-4859.1601,-39280.9153,-3807.0881,193.50186047999998,-44140.0754,-3613.58623952,-47753.66163952
84,-4893.9724,-39354.1801,-3764.7076,188.0675172,-44248.1525,-3576.6400828,-47824.7925828
85,-4905.172,-39393.3425,-3815.971,192.29096592,-44298.5145,-3623.68003408,-47922.194534079994
86,-4886.661,-39560.7777,-3759.3651,193.48587144,-44447.4387,-3565.87922856,-48013.31792856
87,-4844.663,-39609.3065,-3652.8535,189.4400208,-44453.9695,-3463.4134792,-47917.382979199996
88,-4877.2523,-39584.2639,-3656.9352,190.0587348,-44461.5162,-3466.8764652,-47928.3926652
89,-4883.5185,-39294.9144,-3877.4186,191.54721528000002,-44178.4329,-3685.87138472,-47864.30428472
90,-4850.4047,-39434.1604,-3802.1024,193.63411008,-44284.5651,-3608.46828992,-47893.033389920005
91,-4840.4984,-39384.0212,-3768.3006,194.92004376,-44224.5196,-3573.3805562400003,-47797.90015624
92,-4871.0373,-39434.3095,-3780.8186,189.86441616,-44305.3468,-3590.95418384,-47896.300983839996
93,-4832.8798,-39371.898,-3828.8474,193.90592951999997,-44204.7778,-3634.94147048,-47839.71927048
94,-4850.9379,-39311.4152,-3946.1234,193.6994076,-44162.3531,-3752.4239924,-47914.7770924
95,-4893.5899,-39394.8319,-3855.4862,193.91240088,-44288.4218,-3661.57379912,-47949.99559912
96,-4836.3364,-39258.5773,-3893.6851,192.29152392,-44094.9137,-3701.39357608,-47796.30727608
97,-4845.9862,-39301.1036,-3890.9199,193.79226888,-44147.0898,-3697.12763112,-47844.21743112
98,-4845.4407,-39350.0314,-3839.0654,191.13615864,-44195.4721,-3647.92924136,-47843.40134136
99,-4915.687,-39351.4693,-3851.1416,191.07829008,-44267.156299999995,-3660.06330992,-47927.21960992

Ligand Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-6.154,-78.4392,-38.338,4.36984632,-84.5932,-33.96815368,-118.56135368
1,-4.2826,-72.3485,-40.5632,4.3540019999999995,-76.6311,-36.209198,-112.840298
2,-5.5191,-77.5638,-40.5801,4.33466712,-83.0829,-36.24543288,-119.32833287999999
3,-6.4206,-76.4949,-39.1132,4.36383648,-82.91550000000001,-34.74936352,-117.66486352000001
4,-6.5364,-78.1407,-38.5006,4.368301199999999,-84.6771,-34.1322988,-118.80939879999998
5,-6.1498,-75.4869,-39.5807,4.32129672,-81.6367,-35.25940328,-116.89610327999999
6,-5.6832,-77.6115,-39.5033,4.33419336,-83.2947,-35.16910664,-118.46380664
7,-5.9104,-79.4533,-40.1115,4.39148808,-85.3637,-35.72001192,-121.08371192
8,-7.6121,-77.5948,-37.9599,4.3679736,-85.2069,-33.5919264,-118.7988264
9,-4.5551,-79.6336,-37.9773,4.37052024,-84.1887,-33.60677976,-117.79547975999999
10,-6.6445,-82.2197,-35.9836,4.28278104,-88.8642,-31.700818960000003,-120.56501896
11,-5.7577,-75.0591,-37.4895,4.3621524,-80.8168,-33.1273476,-113.9441476
12,-4.6108,-74.3956,-40.3032,4.313286,-79.0064,-35.989914,-114.99631399999998
13,-6.6111,-68.7072,-41.9927,4.34869056,-75.3183,-37.64400944,-112.96230944
14,-5.0859,-78.926,-38.899,4.4067715199999995,-84.0119,-34.49222848,-118.50412847999999
15,-6.2881,-76.3741,-38.1146,4.38356736,-82.6622,-33.73103264,-116.39323264000001
16,-7.2731,-75.687,-38.8765,4.38831,-82.9601,-34.48819,-117.44829
17,-4.5838,-76.3872,-37.7735,4.38560136,-80.971,-33.387898639999996,-114.35889864
18,-5.153,-75.3277,-39.5683,4.4340804,-80.4807,-35.1342196,-115.61491960000001
19,-3.412,-76.9286,-37.6124,4.34852352,-80.34060000000001,-33.26387648,-113.60447648
20,-6.9261,-81.1217,-37.7237,4.29675984,-88.04780000000001,-33.42694016,-121.47474016000001
21,-6.7879,-77.8798,-38.2619,4.34434248,-84.6677,-33.917557519999995,-118.58525752
22,-4.8465,-83.7804,-36.7031,4.439964959999999,-88.6269,-32.26313504,-120.89003504000001
23,-6.1212,-79.2953,-37.1909,4.34817144,-85.4165,-32.84272856,-118.25922856
24,-6.5888,-78.1508,-37.3728,4.3659288,-84.73960000000001,-33.0068712,-117.7464712
25,-5.9893,-73.9674,-39.3958,4.361724,-79.9567,-35.034076,-114.990776
26,-7.6481,-78.3186,-38.5287,4.34845296,-85.9667,-34.18024704,-120.14694704
27,-6.4832,-73.4572,-38.2011,4.293659519999999,-79.9404,-33.90744048,-113.84784047999999
28,-6.7336,-76.1738,-39.237,4.36594248,-82.9074,-34.87105752,-117.77845751999999
29,-6.779,-77.1644,-37.2705,4.38793344,-83.9434,-32.88256656,-116.82596656
30,-7.3015,-77.5809,-39.4105,4.38936696,-84.8824,-35.021133039999995,-119.90353304
31,-6.3699,-74.8572,-40.2372,4.332637439999999,-81.22710000000001,-35.90456256,-117.13166256000001
32,-5.0506,-74.2977,-41.0837,4.3250328,-79.34830000000001,-36.7586672,-116.10696720000001
33,-6.4856,-77.8991,-38.1077,4.342703759999999,-84.38470000000001,-33.76499624,-118.14969624
34,-6.6086,-79.5127,-37.021,4.354285679999999,-86.12129999999999,-32.666714320000004,-118.78801431999999
35,-6.0894,-79.164,-36.7082,4.33468656,-85.2534,-32.373513439999996,-117.62691344000001
36,-7.8675,-78.6331,-39.8315,4.36382424,-86.50059999999999,-35.46767576,-121.96827576
37,-4.8263,-71.5065,-41.1219,4.3295724,-76.3328,-36.79232759999999,-113.1251276
38,-6.6588,-76.189,-38.4894,4.33855944,-82.84779999999999,-34.150840560000006,-116.99864056
39,-7.4788,-78.3134,-38.4086,4.41684936,-85.79220000000001,-33.99175064,-119.78395064000001
40,-3.4636,-79.7492,-37.2165,4.35584088,-83.2128,-32.86065912,-116.07345912000001
41,-6.7052,-77.3719,-38.1964,4.36922496,-84.0771,-33.82717504,-117.90427504
42,-6.5634,-70.5751,-40.0909,4.4097192,-77.13850000000001,-35.6811808,-112.8196808
43,-8.5906,-76.4781,-40.9486,4.44708792,-85.06869999999999,-36.50151208,-121.57021207999999
44,-3.6269,-76.5095,-38.3153,4.36515696,-80.13640000000001,-33.95014304,-114.08654304000001
45,-7.4007,-84.9758,-37.0206,4.397537519999999,-92.37650000000001,-32.62306248,-124.99956248000002
46,-6.6944,-77.2584,-39.5579,4.40644968,-83.9528,-35.151450319999995,-119.10425031999999
47,-4.7714,-81.3393,-37.7061,4.37031216,-86.1107,-33.33578784,-119.44648784
48,-7.195,-81.8698,-37.1083,4.40718552,-89.06479999999999,-32.70111448,-121.76591447999999
49,-3.2474,-81.361,-35.222,4.32606456,-84.6084,-30.895935440000002,-115.50433543999999
50,-7.8938,-80.4798,-38.2002,4.441723199999999,-88.3736,-33.758476800000004,-122.13207680000001
51,-3.1921,-79.5127,-37.4181,4.3972545599999995,-82.70479999999999,-33.02084544,-115.72564544
52,-5.9252,-78.3192,-39.3996,4.37582232,-84.2444,-35.02377768,-119.26817768000001
53,-5.8296,-77.2798,-37.9957,4.35675744,-83.1094,-33.63894256,-116.74834256
54,-7.1786,-78.9178,-37.5278,4.37423112,-86.0964,-33.15356888,-119.24996888
55,-7.5185,-76.374,-38.8057,4.46168304,-83.8925,-34.344016960000005,-118.23651696
56,-6.1173,-75.6309,-40.548,4.4146728,-81.7482,-36.133327200000004,-117.8815272
57,-7.394,-78.6606,-38.3381,4.408918559999999,-86.05460000000001,-33.92918144,-119.98378144
58,-7.8576,-82.5283,-36.7417,4.3747646399999995,-90.3859,-32.36693536,-122.75283536
59,-3.6248,-80.0679,-37.5888,4.3924716,-83.69269999999999,-33.1963284,-116.8890284
60,-3.9888,-75.5363,-38.7092,4.414155119999999,-79.5251,-34.295044880000006,-113.82014487999999
61,-6.1807,-76.9572,-39.6399,4.39852536,-83.1379,-35.24137464,-118.37927464
62,-1.8613,-85.2755,-36.2939,4.4035488,-87.1368,-31.8903512,-119.0271512
63,-6.2501,-80.7902,-37.5811,4.3906852800000005,-87.0403,-33.19041472,-120.23071472
